TXT_KEY_BUG_OPT_CIV4LERTS__CIV4LERTS_HOVER	勾选后,将使用 Dr. Elmer Jiggle 的 Civ4alerts 模组,向你显示各种待发生及已有状况的提醒消息。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGGROWTH_TEXT	待发生
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGGROWTH_HOVER	勾选后,当某座城市的人口将在下回合增长或减少时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYGROWTH_TEXT	人口增长
TXT_KEY_BUG_OPT_CIV4LERTS__CITYGROWTH_HOVER	勾选后,当某座城市的人口已经增长或减少时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGHAPPINESS_TEXT	待发生
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGHAPPINESS_HOVER	勾选后,当某座城市将在下回合转为幸福或不满时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYHAPPINESS_TEXT	幸福度
TXT_KEY_BUG_OPT_CIV4LERTS__CITYHAPPINESS_HOVER	勾选后,当某座城市已经转为幸福或不满时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGHEALTHINESS_TEXT	待发生
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGHEALTHINESS_HOVER	勾选后,当某座城市将在下回合转为健康或不卫生时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYHEALTHINESS_TEXT	健康度
TXT_KEY_BUG_OPT_CIV4LERTS__CITYHEALTHINESS_HOVER	勾选后,当某座城市已经转为健康或不卫生时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGOCCUPATION_TEXT	待发生
TXT_KEY_BUG_OPT_CIV4LERTS__CITYPENDINGOCCUPATION_HOVER	勾选后,当某座城市将在下回合被平定、结束占领状态时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYOCCUPATION_TEXT	平定
TXT_KEY_BUG_OPT_CIV4LERTS__CITYOCCUPATION_HOVER	勾选后,当某座城市已被平定、结束占领状态时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYCANHURRYPOP_TEXT	可用人口加速
TXT_KEY_BUG_OPT_CIV4LERTS__CITYCANHURRYPOP_HOVER	勾选后,一旦某座城市可以用鞭策加速其正在建造的项目时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__CITYCANHURRYGOLD_TEXT	可用金钱加速
TXT_KEY_BUG_OPT_CIV4LERTS__CITYCANHURRYGOLD_HOVER	勾选后,一旦某座城市可以用金钱加速其正在建造的项目时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__REFUSESTOTALK_TEXT	拒绝谈判
TXT_KEY_BUG_OPT_CIV4LERTS__REFUSESTOTALK_HOVER	勾选后,当某个文明改变其谈判意愿时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__WORSTENEMY_TEXT	头号敌人
TXT_KEY_BUG_OPT_CIV4LERTS__WORSTENEMY_HOVER	勾选后,当某个文明的头号敌人发生变化时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__GOLDTRADE_TEXT	金钱贸易
TXT_KEY_BUG_OPT_CIV4LERTS__GOLDTRADE_HOVER	勾选后,当某个文明可以交易指定数额的金钱时显示提醒。
TXT_KEY_BUG_OPT_CIV4LERTS__GOLDTRADETHRESH_TEXT	阈值
