file	key	english	chinese
Civ4lerts Options.xml	TXT_KEY_BUG_OPT_CIV4LERTS__GOLDTRADETHRESH_HOVER	Determines the threshold for the amount of gold that will display an alert.	设定触发提醒所需的黄金数量阈值。
Civ4lerts Options.xml	TXT_KEY_BUG_OPT_CIV4LERTS__GOLDPERTURNTRADE_TEXT	Gold Per Turn	每回合黄金
Civ4lerts Options.xml	TXT_KEY_BUG_OPT_CIV4LERTS__GOLDPERTURNTRADE_HOVER	When checked, displays an alert when a civilization can trade a specified amount of gold per turn.	勾选后，当某个文明可供交易的每回合黄金达到指定数量时，显示提醒。
Civ4lerts Options.xml	TXT_KEY_BUG_OPT_CIV4LERTS__GOLDPERTURNTRADETHRESH_TEXT	Threshold	阈值
Civ4lerts Options.xml	TXT_KEY_BUG_OPT_CIV4LERTS__GOLDPERTURNTRADETHRESH_HOVER	Determines the threshold for gold per turn that will display an alert.	设定触发提醒所需的每回合黄金阈值。
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_REFUSES_TO_TALK	[COLOR_NEGATIVE_TEXT]%s1 refuses to talk.[COLOR_REVERT]	[COLOR_NEGATIVE_TEXT]%s1 拒绝谈判。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_WILLING_TO_TALK	[COLOR_POSITIVE_TEXT]%s1 is willing to negotiate.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]%s1 愿意谈判。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_YOU_WORST_ENEMY	[COLOR_NEGATIVE_TEXT]You are the worst enemy of %s1.[COLOR_REVERT]	[COLOR_NEGATIVE_TEXT]你是 %s1 的头号大敌。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_WORST_ENEMY	[COLOR_YIELD_FOOD]%s2 is the worst enemy of %s1.[COLOR_REVERT]	[COLOR_YIELD_FOOD]%s2 是 %s1 的头号大敌。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_SWITCH_WORST_ENEMY_FROM_YOU	[COLOR_YIELD_FOOD]%s2 is the new worst enemy of %s1 (was you).[COLOR_REVERT]	[COLOR_YIELD_FOOD]%s2 成为 %s1 新的头号大敌（原先是你）。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_SWITCH_WORST_ENEMY_TO_YOU	[COLOR_NEGATIVE_TEXT]You are the new worst enemy of %s1 (was %s2).[COLOR_REVERT]	[COLOR_NEGATIVE_TEXT]你成为 %s1 新的头号大敌（原先是 %s2）。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_SWITCH_WORST_ENEMY	[COLOR_YIELD_FOOD]%s2 is the new worst enemy of %s1 (was %s3).[COLOR_REVERT]	[COLOR_YIELD_FOOD]%s2 成为 %s1 新的头号大敌（原先是 %s3）。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_NO_WORST_ENEMY	[COLOR_POSITIVE_TEXT]%s2 is no longer the worst enemy of %s1.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]%s2 不再是 %s1 的头号大敌。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_YOU_NO_WORST_ENEMY	[COLOR_POSITIVE_TEXT]You are no longer the worst enemy of %s1.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]你不再是 %s1 的头号大敌。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_GOLD_TRADE	[COLOR_YIELD_COMMERCE]%s1 has %d2 gold available for trade.[COLOR_REVERT]	[COLOR_YIELD_COMMERCE]%s1 有 %d2 黄金可供交易。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_GOLD_PER_TURN_TRADE	[COLOR_YIELD_COMMERCE]%s1 has %d2 gold per turn available for trade.[COLOR_REVERT]	[COLOR_YIELD_COMMERCE]%s1 有每回合 %d2 黄金可供交易。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_PENDING_GROWTH	[COLOR_YIELD_FOOD]%s1 will grow to size %d2 on the next turn.[COLOR_REVERT]	[COLOR_YIELD_FOOD]%s1 将在下回合增长至 %d2 级。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_PENDING_SHRINKAGE	[COLOR_WARNING_TEXT]%s1 will shrink to size %d2 on the next turn.[COLOR_REVERT]	[COLOR_WARNING_TEXT]%s1 将在下回合缩减至 %d2 级。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_PENDING_UNHEALTHY	[COLOR_WARNING_TEXT]%s1 will become unhealthy on the next turn.[COLOR_REVERT]	[COLOR_WARNING_TEXT]%s1 将在下回合变得不卫生。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_PENDING_HEALTHY	[COLOR_POSITIVE_TEXT]%s1 will become healthy on the next turn.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]%s1 将在下回合变得卫生。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_PENDING_UNHAPPY	[COLOR_WARNING_TEXT]%s1 will become unhappy on the next turn.[COLOR_REVERT]	[COLOR_WARNING_TEXT]%s1 将在下回合变得不满。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_PENDING_HAPPY	[COLOR_POSITIVE_TEXT]%s1 will become happy on the next turn.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]%s1 将在下回合变得满意。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_UNHEALTHY	[COLOR_WARNING_TEXT]%s1 has become unhealthy.[COLOR_REVERT]	[COLOR_WARNING_TEXT]%s1 已变得不卫生。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_HEALTHY	[COLOR_POSITIVE_TEXT]%s1 has become healthy.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]%s1 已变得卫生。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_UNHAPPY	[COLOR_WARNING_TEXT]%s1 has become unhappy.[COLOR_REVERT]	[COLOR_WARNING_TEXT]%s1 已变得不满。[COLOR_REVERT]
Civ4lerts_CIV4GameText.xml	TXT_KEY_CIV4LERTS_ON_CITY_HAPPY	[COLOR_POSITIVE_TEXT]%s1 has become happy.[COLOR_REVERT]	[COLOR_POSITIVE_TEXT]%s1 已变得满意。[COLOR_REVERT]
