file	key	english	chinese
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_HANNAH_PEDIA	[TAB]Dreamers, worthless vagrants whose only use was receiving the visions of the Undertow, surrounded the chamber. Each lay in a shallow recess, and 27 thin bone needles pierced them in different places. The needles were hollow and filled with wax from whale fat and unholy religious oils, while in each a wick burned. As the wax melted, it seeped down the needle into the dreamers' blood, this was what induced the visions.[PARAGRAPH:1]Most of what they said was gibberish, nightmares and twisted memories. They repeated verses to old lullabies, held conversations with imaginary people, and talked in languages no one could recognize. But occasionally it was more than that.[PARAGRAPH:1]These dreams were always preceded by the Dreamers screaming. New Dreamers always considered opening themselves up to receive the dreams directly, to speak directly with the Undertow, until they heard the screams.[PARAGRAPH:1]Then the voice came, a variety of voices but never that of the Dreamer. The message was given, the Cultists would faithfully record it and worship at the sides of the recess. The Dreamer was always mentally scarred by the contact, most were only good for 2 or 3 visions before they were replaced.[PARAGRAPH:1]But there were rules to dealing with the dreamers, they were sacred objects. Their food was specially prepared, they were kept clean and groomed and they weren't exposed to any sound or sight that could distress them, until Cinnia.[PARAGRAPH:1]Cinnia was a favored dreamer of the Undertow, having received 7 visions and all the Cultists except Koun of the Ninth Ring agreed she was fit to receive more. Her 8th vision was her last, the Undertow spoke through her in three voices. One yelled in outrage threatening a great wave would destroy the city if atonement was not met. Another spoke of the future, of a human terror that would lead and destroy men, the "Kraken of Fields". The last voice screamed in pain, it was broken and the Cultists were never able to decipher its message, for it was cut off halfway through the messages of the other two.[PARAGRAPH:1]For weeks the Cultists debated the meanings of the visions. Koun argued that Cinnia should be killed, that her sacrifice was the atonement the Undertow demanded. Each day they watched the sea, fearful of a coming wave. Then the Cultists noticed that the sea was beginning to recede, to pull away from the city. The water was gathering somewhere distant, the wave was coming.[PARAGRAPH:1]They rushed to the chamber, worshipped beside Cinnia, asked for guidance on how to appease their masters. They stayed there until one of them noticed Cinnia's stomach had expanded slightly. A sorcerer confirmed it, she was pregnant.[PARAGRAPH:1]The rest of the day was chaos. A dreamer had been befouled, and only Cultists had access to them. Under threat and coercion they found who had done it: Koun of the Ninth Ring.[PARAGRAPH:1]Koun was sacrificed at the beach and the wave never came. Cinnia was taken from the chamber and tended to. She died in childbirth, but gave birth two girls, one was stillborn, the other survived.[PARAGRAPH:1]The Cultists decided that the child was too dangerous to be kept in the temple, so she was given to a Lanun ship captain to raise. He named her Hannah the Irin, after being told she was a twin whose mother and sister died in childbirth.[PARAGRAPH:1]Hannah became as temperamental and powerful as the sea itself. She left her fathers ship at 15 and led a mutiny against her next ship's captain to take it from him. That ship, which she renamed the 'Desecrated Vessel' became feared by military and merchant ships alike. When the time for war came, pirates flocked to her flag. Unaccustomed to central rule, the Lanun follow Hannah, too afraid to do otherwise.	[TAB]梦者——那些毫无价值的流浪汉，唯一的用处是接收暗涌的异象——环绕着这间密室。他们各自躺在一处浅浅的凹龛里，27 根细细的骨针刺入他们身上不同的部位。骨针中空，灌满了鲸脂之蜡与渎神的宗教圣油，每根针里都燃着一根灯芯。蜡一融化，便顺着针渗入梦者的血液，正是这引发了异象。[PARAGRAPH:1]他们所言大多是些胡话、噩梦与扭曲的记忆。他们复诵着古老摇篮曲的诗句，与虚构之人交谈，操着无人能辨的语言。但偶尔，那不止于此。[PARAGRAPH:1]这些梦境降临之前，梦者总会先尖叫。新来的梦者总想着敞开自己、直接接收梦境，直接与暗涌交谈——直到他们听见那尖叫。[PARAGRAPH:1]随后声音便来了，形形色色的声音，却从不是梦者本人的。讯息一经给出，狂热祭司便会忠实地记录下来，在凹龛旁膜拜。梦者总会因这番接触而心神受创，多数人只堪接收 2 到 3 次异象，便被替换。[PARAGRAPH:1]但与梦者打交道是有规矩的，他们是神圣之物。他们的食物经特别烹制，他们被保持洁净、精心梳理，也不让他们接触任何可能令其不安的声音或景象——直到辛尼亚的出现。[PARAGRAPH:1]辛尼亚是暗涌所偏爱的梦者，已接收过 7 次异象，除了第九环的寇恩，所有狂热祭司都认为她适合接收更多。她的第八次异象成了最后一次，暗涌借她之口以三种声音说话。一种愤怒地嘶吼，威胁说若不赎罪，一道巨浪将摧毁这座城市。另一种谈及未来，谈及一个将统领并毁灭众人的人类恐怖存在——“田野的海妖”。最后一种声音痛苦地尖叫，那声音破碎不堪，狂热祭司始终无法破译它的讯息，因为它在另外两种声音的讯息传到一半时被截断了。[PARAGRAPH:1]数周之间，狂热祭司争论着这些异象的含义。寇恩主张应当杀死辛尼亚，说她的献祭正是暗涌所要求的赎罪。他们日复一日地注视着大海，惧怕着将至的巨浪。随后狂热祭司注意到，海水开始退去，从城市边退离。海水正在某个遥远之处聚集，巨浪正在到来。[PARAGRAPH:1]他们冲进密室，在辛尼亚身旁膜拜，祈求指引，好知道如何安抚他们的主宰。他们守在那里，直到其中一人注意到辛尼亚的腹部微微隆起。一名术士证实了这一点：她怀孕了。[PARAGRAPH:1]那一天余下的时光乱作一团。一名梦者被玷污了，而唯有狂热祭司能接触到他们。在威胁与胁迫之下，他们查出了是谁干的：第九环的寇恩。[PARAGRAPH:1]寇恩在海滩上被献祭，巨浪始终未来。辛尼亚被从密室中带出，得到照料。她死于难产，却生下两个女孩，一个死产，另一个活了下来。[PARAGRAPH:1]狂热祭司认定这孩子太过危险，不宜留在神庙，便把她交给一位拉努恩海船船长抚养。船长被告知她是一对双胞胎之一，母亲与姐妹皆死于难产，便为她取名“艾尔琳的汉娜”。[PARAGRAPH:1]汉娜变得如大海本身一般喜怒无常而力量强大。她 15 岁便离开父亲的船，率众哗变，从下一任船长手中夺走了他的船。那艘被她改名为“亵渎之舟”的船，令军舰与商船一同闻风丧胆。当战争来临，海盗纷纷聚集到她的旗下。拉努恩人不习惯中央统治，却追随汉娜，只因太过畏惧而不敢有别的心思。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_ETHNE_PEDIA	[TAB]On the day of her birth, the king decreed that his daughter would never witness the suffering of the world. So Ethne grew up in luxury, tended to by an obedient staff, and she never saw the world past the lavish gardens that surrounded the palace. She grew into a gentle-spirited girl, not expectant or demanding as one might expect of a child in her situation, but kind, without malice of any sort. [PARAGRAPH:1]Her world remained tiny until the day she saw Splendor, a brightly colored blue and yellow parrot that came gliding over the palace hedges. Ethne was 14 and she expected the bird to come to her call, as all of the palace animals had been trained to do so, but he merely sat looking down at her from the branches of the Tulip Poplar tree. [PARAGRAPH:1]Confused but fascinated by the strange bird she brought him fruit and nuts and after she backed away he flew down to the plate she had laid out for him. He landed beside the plate and hopped up to it on one leg, holding the other close to his body. Ethne realized he had been hurt, one of his claws was missing, and she cried for the first time she could remember as she watched him eat and hobble on the edge of the plate. [PARAGRAPH:1]Unable to stand it, Ethne got up and came toward Splendor, wanting to somehow fix him but she only scared him away. His wings were uninjured and in a few seconds he was airborne and he flew out of the palace grounds. Ethne chased after him, overwhelmed with grief for the poor bird. She ran by the marble fountains, the topiary gardens, ponds full of sparkling fish, all without blemish, to the sculpted hedges that marked the borders of her world. And without thinking, she pushed through them and dropped onto the city street beyond into a world unlike anything she had imagined. [PARAGRAPH:1]People pushed and shoved through crowded streets, tired horses dragged wagons through the mud, diseased beggars yelled for charity and were ignored by everyone. People argued over scraps in front of decaying buildings. [PARAGRAPH:1]Ethne wandered the streets for hours, unable to comprehend the suffering that existed outside of the palace gates. Well past nightfall, she was stopped by a man with golden blond hair dressed in blue robes. [PARAGRAPH:1]"Child, do you know that many search and worry for you?"[PARAGRAPH:1]"I know. " She answered, too confused to say more. [PARAGRAPH:1]"You have been able to see the world as one outside of it, to know something of perfection and how we fall short of it. It is a rare experience for the mortal mind. "[PARAGRAPH:1]"There is so much evil," Ethne struggled to communicate her thoughts, she didn't have words for most of what she was feeling. "Everything is broken, even the palace life is wrong, when there is so much need outside of it. I haven't seen anything that is good. "[PARAGRAPH:1]The stranger knelt down beside Ethne, his grey eyes locked on her watery blue as he told the following story:[PARAGRAPH:1]A farmer's horse jumped the fence and fled his field. The following day his neighbor came to console him for his loss, saying, 'I am sorry for the evil luck that has befallen you. '[PARAGRAPH:1]The farmer only replied, 'Who is to say what is good and what is evil?'[PARAGRAPH:1]The next day the horse returned and it brought a wild horse with it. The neighbor came back and congratulated the farmer on his good fortune. [PARAGRAPH:1]The farmer only replied, 'Who is to say what is good and what is evil?'[PARAGRAPH:1]A week later the farmer's son was trying to tame the new horse when he was thrown from it and broke his leg. Again the neighbor came back to curse the farmers bad fortune. [PARAGRAPH:1]The farmer only replied, 'Who is to say what is good and what is evil?'[PARAGRAPH:1]On the following day the captain came to the town to recruit men for the war and passed by the farmers son because of his broken leg. Once again the farmer said to the neighbor, 'Who is to say what is good and what is evil?'[PARAGRAPH:1]Ethne considered the story before replying, "If this is not evil, then what is?"[PARAGRAPH:1]"Good, or evil, isn't what happens to you. It isn't creation. It is what you do about it. When you return to your palace after seeing this, how you have changed will be for good or for evil. "[PARAGRAPH:1]Ethne returned to the palace that night, and she took to her studies with a new fervor. She had the hedges removed and looked daily out into the country she was the princess of, determined to take the lesson to heart. [PARAGRAPH:3]Ethne is the last reincarnation of Eve, the Queen of Patria and frequent Wife of Kylorin. [PARAGRAPH:1]After having an affair with Eridanus, Ceridwen enchanted Eve so that she would be reborn every time she dies. She maintains no memory of her past lives. She has lived hundreds of lives many of which Kylorin has shared with her. She led a slave uprising when born into the Calabim, she was a Grigori student of Cassiel and a Lanun pirate queen among many more roles. She is always female, always human and as an adult, she looks very similar to her original form. [PARAGRAPH:1]Eve's great affinity for Fire and Spirit is still largely untrained and uncontrolled. She inspires those that follow her. Her effect can be felt for miles as a feeling of courage, faith and peace. She can inspire entire armies or cities. Her power only remains as long as her own faith is steadfast. During the Age of Magic it was this power (even untrained and before Cerdiwen taught Kylorin how to focus magic) that gave humanity the trust to come together and form a nation. [PARAGRAPH:1]During the Age of Magic Eve opposed the Imprimatur Council. This happened across multiple lives and in one Kylorin killed her for trying to raise up a revolution against him. After this he found a copy of Soren Cassamer's "Prison of Reason" among her items and reading it made him question the empire he had created. In her next life (as Erichai) Kylorin let her grow and she founded the Sanctus Inquisition. Kylorin joined the rebellion, which led to the fall of Patria. [PARAGRAPH:1]During the Age of Ice she was born as Epona. Again her power was used to unite the Amurites and lead them against Mulcarn. [PARAGRAPH:1]During the Age of Rebirth Ethne the White was killed with the Nether Blade, which trapped her soul, delivered it to Laroth in the Otherworld, and disrupted her cycle of rebirth. [PARAGRAPH:1]During the Age of Invention, Laroth uses Eve's power to gather a host of dead spirits to his cause. And when Kylorin enters the Otherworld to stop Auric from becoming the god of the dead, it is Eve who stops him. And once Laroth realizes the Ending Stone has been stolen from the Otherworld, Eve and Arak the Erkling lead the Gossamer Legion (an army of ghosts that have followed Eve in ages past) out into creation to recover it from Morrigan and the Matronae. 	[TAB]在她出生那天，国王下旨：他的女儿永不得目睹世间的苦难。于是艾斯妮在奢华中长大，由顺从的仆从悉心照料，她从未见过环绕宫殿的华美园林之外的世界。她长成一个心性温柔的女孩，并不像人们料想她这般处境的孩子那样骄纵或苛求，而是善良的，全无半分恶意。[PARAGRAPH:1]她的世界一直渺小，直到有一天，她看见了“绚彩”——一只滑翔越过宫墙树篱、色彩鲜艳的蓝黄鹦鹉。艾斯妮那年 14 岁，她以为这鸟会应她的呼唤而来，因为宫中所有动物都受过如此训练，可它只是栖在郁金香杨的枝头，低头望着她。[PARAGRAPH:1]她既困惑又为这奇特的鸟所着迷，便给它拿来果子和坚果，待她退开后，它飞下来落到她为它摆好的盘子旁。它落在盘边，单腿跳上盘子，另一条腿蜷在身侧。艾斯妮意识到它受了伤，它少了一只爪，她看着它进食、在盘缘一瘸一拐时，第一次流下了她记忆中的泪水。[PARAGRAPH:1]艾斯妮再也忍不住，起身走向“绚彩”，想设法治好它，却只是把它吓跑了。它的翅膀没伤，几秒钟便腾空而起，飞出了宫苑。艾斯妮追了上去，为这可怜的鸟悲恸不已。她跑过大理石喷泉、修剪成形的园圃、满是闪光游鱼的池塘——一切都完美无瑕——直奔那界定着她世界边界的雕琢树篱。她想也没想，便挤了过去，落到墙外的城市街道上，进入了一个与她想象中截然不同的世界。[PARAGRAPH:1]人们在拥挤的街道上推推搡搡，疲惫的马匹拖着货车行过泥泞，患病的乞丐高声乞讨，却无人理会。人们在破败的楼房前为残羹争执。[PARAGRAPH:1]艾斯妮在街上游荡了几个钟头，无法理解宫门之外存在的这般苦难。夜深许久之后，一个金发、身着蓝袍的男子拦住了她。[PARAGRAPH:1]“孩子，你可知有许多人正在找你、为你担忧？”[PARAGRAPH:1]“我知道。”她答道，困惑得说不出更多。[PARAGRAPH:1]“你得以像一个置身世界之外的人那般看这个世界，得以窥见几分完美、以及我们与它相差几何。这对凡人的心智而言，是一次难得的体验。”[PARAGRAPH:1]“世间有这么多的恶，”艾斯妮努力表达她的想法，她心中所感的大半都找不到言辞。“一切都是破碎的，就连宫中的生活也是错的，当宫墙之外有那么多的匮乏。我没见过任何算得上好的东西。”[PARAGRAPH:1]那陌生人在艾斯妮身旁跪下，他灰色的眼睛锁住她泪汪汪的蓝眼，讲了下面这个故事：[PARAGRAPH:1]一个农夫的马跳过篱笆，逃出了他的田。次日，他的邻居前来慰问他的损失，说：‘你遭此厄运，我很难过。’[PARAGRAPH:1]农夫只答道：‘谁又说得清何为福、何为祸呢？’[PARAGRAPH:1]翌日，那马回来了，还带回一匹野马。邻居又来，为农夫的好运道贺。[PARAGRAPH:1]农夫只答道：‘谁又说得清何为福、何为祸呢？’[PARAGRAPH:1]一周后，农夫的儿子试图驯服那匹新马，却被摔下来断了腿。邻居又来，咒骂农夫的厄运。[PARAGRAPH:1]农夫只答道：‘谁又说得清何为福、何为祸呢？’[PARAGRAPH:1]再次日，队长来镇上征兵参战，因农夫的儿子断了腿而略过了他。农夫再一次对邻居说：‘谁又说得清何为福、何为祸呢？’[PARAGRAPH:1]艾斯妮思量着这故事，才答道：“若这都不算恶，那什么才算？”[PARAGRAPH:1]“善，或恶，不在于你遭遇了什么。不在于所发生之事本身。而在于你如何应对它。当你见过这一切、回到你的宫殿之后，你如何改变，那才决定了是善还是恶。”[PARAGRAPH:1]那一夜艾斯妮回到宫中，以一种全新的热忱投入学业。她命人拆去树篱，日日眺望她身为公主所辖的这片国土，决意把这一课铭记于心。[PARAGRAPH:3]艾斯妮是夏娃最后一次的转世——帕特里亚的女王，凯洛林屡世的妻子。[PARAGRAPH:1]在与埃里达努斯有过一段私情后，塞丽德雯对夏娃施下魔法，令她每次死去都会重生。她不保留任何前世的记忆。她已活过数百世，其中许多世凯洛林都与她共度。她生于卡拉比姆时曾领导一场奴隶起义，做过卡西尔的格利高里门徒，也做过拉努恩的海盗女王，还扮演过许多别的角色。她永远是女性，永远是人类，成年后的容貌与她最初的模样极为相似。[PARAGRAPH:1]夏娃对火与灵的巨大亲和，至今仍大体未经训练、无从掌控。她能感召追随她的人。她的影响可及数里之外，化作一种勇气、信念与安宁之感。她能感召整支军队或整座城市。唯有当她自己的信念坚定不移时，她的力量才得以维系。魔法时代，正是这份力量（尽管未经训练，且早在塞丽德雯教会凯洛林如何凝聚魔法之前），赋予了人类彼此信任、走到一起组成一个国家的能力。[PARAGRAPH:1]魔法时代，夏娃与御准议会为敌。此事横跨数世，其中一世，凯洛林因她试图掀起反他的革命而杀了她。此后，他在她的遗物中发现了一册索伦·卡萨默的《理性之狱》，读罢令他开始质疑自己所创造的帝国。在她下一世（作为埃里蔡），凯洛林任由她成长，她创立了神圣审判所。凯洛林加入了那场叛乱，这最终导致了帕特里亚的陷落。[PARAGRAPH:1]寒冰时代，她生为艾波娜。她的力量再次被用来团结阿姆莱特人，率领他们对抗穆卡恩。[PARAGRAPH:1]重生时代，白袍艾斯妮被冥刃所杀，冥刃困住了她的灵魂，将其送往彼世的拉罗斯手中，扰乱了她的重生轮回。[PARAGRAPH:1]创造时代，拉罗斯借夏娃的力量为其大业招聚一支亡魂之军。而当凯洛林进入彼世、阻止奥里克成为亡者之神时，正是夏娃阻止了他。一旦拉罗斯察觉终结之石已被人从彼世偷走，夏娃与妖王阿拉克便率领游丝军团（一支历世追随夏娃的鬼魂大军）杀入创世，从莫瑞甘与母神众手中夺回它。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_FLAUROS	Flauros von Alexis	弗劳诺斯·冯·艾莉柯西丝
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_FURIA_PEDIA	Furia is the schizophrenic, psychotic, suicidal queen of the Balseraphs. Though Perpentach never married Furia he called the extremely disturbed girl his queen for years. She has long been suicidal but Perpentach prevented her attempts by moving her mind into a new body each time she killed herself, which only added to her insanity (but amused him greatly). She would become irate when seeing her reflection because it wasn't one she recognized (having been body swapped by Perpentach) and it changed so frequently. [PARAGRAPH][TAB]"Furia our beautiful queen[PARAGRAPH][TAB]The most lovely I've ever seen[PARAGRAPH][TAB]but mad as. . . well me[PARAGRAPH][TAB]And never happy to see[PARAGRAPH][TAB]Her reflection, which makes her quite mean"[PARAGRAPH][TAB][TAB][TAB]- Perpentach	芙蕾亚是巴尔塞拉弗族那位精神分裂、疯癫而寻死的女王。普宾塔克虽从未娶芙蕾亚，却多年来一直称这个精神严重失常的女孩为自己的女王。她长久以来一心求死，但普宾塔克每当她自尽，便把她的心智移入一具新的躯体，令她一次次未能得逞——这只令她愈发疯狂（却令他大为快意）。她见到自己的倒影便会暴怒，因为那不是她所认得的容貌（被普宾塔克换了身子），而且变换得如此频繁。[PARAGRAPH][TAB]“芙蕾亚，我们美丽的女王[PARAGRAPH][TAB]我平生所见最可爱的容颜[PARAGRAPH][TAB]却疯癫得……嗯，跟我一般[PARAGRAPH][TAB]且从不乐于见到[PARAGRAPH][TAB]自己的倒影，这令她相当刻毒”[PARAGRAPH][TAB][TAB][TAB]——普宾塔克
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_JUDECCA	Judecca, the Rustbringer	朱迪卡，锈蚀降临者
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_MAHON_PEDIA	Mahon von Flauros von Alexis is a preeminent members of Clan Flauros, the vampire caste known as the Warlords. He is a third generation Vampire, raised directly by Alexis's brother and loyal to no one else. Being raised as a Vampire requires complete supplication, which is eternal. This makes it impossible for Mahon to resist the spells of his lord, and for Flauros to resist Alexis. The Butcher might otherwise have overthrown Alexis ages ago. [PARAGRAPH]Mahon is one of the Seven Aspects of War. Every god has seven aspects. They take very different forms depending on the dominion, for most they are special True Angels whose affinity for their dominion is exceeded only by the Archangels and the Gods themselves. Oghma's aspects are The Historians. Kilmorph's are the Pillars of Creation. Ceridwen's are Seven Sisters. Agares's are the Unraveling, who were Amathaon's aspects called the Fathers of Worlds before he corrupted them. Camulos has seven True Angels of Chaos, but all were vanquished during the Godswar. This was, however, not their end. The Aspects of War are reborn among the mortals of Erebus whenever one is slain. Years can pass between reincarnations, but there are usually 7 alive at a time. The Sons of Discord (a cult devoted to Camulos) spend a lot of time trying to track these individuals down. Being an Aspect of War is the highest blessing Camulos can grant, but he does not care who gets it so long as they use their power to kill. It is given at birth and cannot be revoked. Some are Good, some are Evil, and some are hostile towards both factions, but they are not likely to remain neutral in any conflict for long. Notable Aspects of War include Arak the Erkling, Capria, Mahon the Butcher, Orthus, Magnadine, Surder, and Makhai (an Ogre who in the Age of Ruin shall command the Cult of the Blood God). All the Aspects have super human martial abilities, both in personal combat and in tactics. They are nearly unstoppable fighting one-on-one, but they cannot defeat a whole army on their own. They are the cause of most wars, regardless of their intent. 	屠夫玛洪·冯·弗劳诺斯·冯·艾莉柯西丝，是弗劳诺斯氏族——即被称为“军阀”的吸血鬼阶层——中一位卓越的成员。他是第三代吸血鬼，由艾莉柯西丝的兄长亲手养育，除此之外不效忠于任何人。被作为吸血鬼养育需要彻底的臣服，且这份臣服是永恒的。这使得玛洪无法抗拒其主上的法术，正如弗劳诺斯无法抗拒艾莉柯西丝。否则，这位屠夫也许早在多年前便已推翻艾莉柯西丝。[PARAGRAPH]玛洪是“战争七相”之一。每位神明都有七相。它们依所司领域的不同而形态各异，对多数神明而言，它们是特殊的真天使，其对所司领域的亲和仅次于大天使与神明本身。奥格玛之相是“史家”。基尔莫夫之相是“创世之柱”。塞丽德雯之相是“七姐妹”。阿加雷斯之相是“解体者”——它们本是阿玛松之相，名为“世界之父”，后被他腐化。卡姆罗斯有七位混沌真天使，但在诸神之战中悉数被击败。然而，这并非它们的终结。每当一位战争之相被杀，它便会在埃瑞布斯的凡人之中重生。两次转世之间可能相隔数年，但通常同一时刻有 7 位在世。纷争之子（一个崇奉卡姆罗斯的邪教）花费大量时间试图追查这些人。身为战争之相，是卡姆罗斯所能赐予的最高祝福，但他并不在意谁得到它，只要他们用其力量去杀戮。它于出生时赐下，无法撤回。有的向善，有的向恶，有的对两派皆怀敌意，但他们不大可能在任何冲突中长久保持中立。著名的战争之相包括妖王阿拉克、凯布瑞尔、屠夫玛洪、俄耳托斯、麦格纳丹、苏尔德，以及马凯（一个食人巨魔，将在毁灭时代统领血神邪教）。所有战争之相都拥有超越常人的武艺，无论单打独斗还是排兵布阵。他们一对一几乎无人能挡，却无法凭一己之力击败整支军队。无论其本意如何，他们都是多数战争的祸因。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_MERESIN	Meresin, Father Whisper	梅尔森，低语之父
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_MERESIN_PEDIA	During the Age of Magic, Meresin was the headmaster of a Patrian orphanage and horribly mistreated the children in his care. He would offer the services of his orphanage to surrounding cities and then claim that the children had run away when most were locked beneath the orphanage until they no longer amused him, and then burnt alive in the ophanage's crematorium. He would use a barbed flail on the children, and occasionally himself. [PARAGRAPH]Though he was investigated, and a few children came close to escaping, Meresin was never caught and he tortured and killed hundreds of children in his life. It wasn't until a plague spread through the city, and Meresin began collecting the newly orphaned (and sick) children that he also contracted the plague that killed him. Then the town found the cellar where children were still caged and the floor was covered with ash and bones. [PARAGRAPH]The orphanage is still haunted by the spirits of the children that died there. Ghosts that linger in the crematorium and a Caller in the Darkness that dwells in the cellar. Children that pass too close to the ruins (especially at night) are drawn to them. An Elohim priestess attempted to sanctify the ruins the the Age of Rebirth but was killed in the attempt and now her spirit wanders the area trying to find someone else to break the curse. [PARAGRAPH]After his death Meresin became a demon, his focus is on runaways. He is the voice that calls from the shadows, the comfort for the lost, and the voice that stokes the flames of anger and rebellion against parents. He still carries his barbed flail. If Meresin is summoned he can curse enemies with a disease that causes them to sweat blood or invoke feelings of lust, but he requires a living child in trade. 	魔法时代，梅尔森是帕特里亚一所孤儿院的院长，他残忍地虐待自己看管的孩子。他会把孤儿院的“服务”提供给周边城市，随后声称孩子们逃跑了——实则大多数孩子被锁在孤儿院的地下，直到再也逗不乐他，便被活活烧死在孤儿院的焚化炉里。他会用一柄带倒刺的连枷抽打孩子，偶尔也抽打自己。[PARAGRAPH]尽管他曾被调查，也有几个孩子险些逃脱，梅尔森却始终未被抓获，他一生折磨并杀害了数百名孩子。直到一场瘟疫在城中蔓延，梅尔森开始收拢那些新近失去父母（且患病）的孩子，他自己也染上了那场夺去他性命的瘟疫。随后镇上的人发现了那间还关着孩子的地窖，地上铺满了灰烬与骸骨。[PARAGRAPH]那所孤儿院至今仍为死在那里的孩子的亡魂所萦绕。徘徊于焚化炉的鬼魂，以及蛰居地窖的“暗中呼唤者”。过于靠近废墟的孩子（尤其在夜里）会被它们所吸引。重生时代，一位埃洛希姆女祭司曾试图净化这片废墟，却在此过程中丧命，如今她的亡魂在这一带游荡，试图寻得他人来破除这道诅咒。[PARAGRAPH]死后，梅尔森化作了一个恶魔，他的目标是离家出走者。他是自暗影中呼唤的声音，是给迷途者的慰藉，也是煽动怒火与忤逆父母之心的声音。他仍带着那柄带倒刺的连枷。梅尔森若被召唤，能以一种令敌人汗血淋漓的疾病诅咒他们，或勾起他们的欲念，但他索要一名活着的孩子作为交换。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_OUZZA_PEDIA	[TAB]When Asmoday required the sacrifice of a child from every village, Ouzza's village (including his own father) offered him to curry favor with the powerful duke. First his mind was sacrificed by forcing him to imbibe a consecrated bottle of blood god wine, then his body was sacrificed, piece by piece. Finally, while he lay dying his soul was sacrificed to Agares. [PARAGRAPH]Agares accepted the gift. And eventually Ouzza returned as a demon to claim a part of the villagers that so easily offered him up. From some a tongue, from others an eye, from some, a portion of their mind or soul. [PARAGRAPH]In battle, Ouzza can summon serpents from inside the body of living targets and his gaze causes paralysis. He carries a bloody machete with which he can remove limbs and a ritual knife for removing internal organs, which he usually does while his victims are still alive and paralyzed. Ouzza's magic will not work on those willing to sacrifice themselves to save others. [PARAGRAPH]Ouzza (who is also known as the Call of the Altar or Fleshcaller) answers prayers from those who have lost a body part and he can provide a replacement, though a corrupt version, and he expects a personal sacrifice of some type from the one calling him. 	[TAB]当阿斯莫代要求每座村庄献祭一名孩子时，瞿札的村庄（包括他自己的父亲）把他献了出去，以讨好那位权势滔天的公爵。先是他的心智被献祭——他们逼他饮下一瓶被祝圣过的血神之酒；接着他的躯体被一片片地献祭。最后，在他濒死之际，他的灵魂被献给了阿加雷斯。[PARAGRAPH]阿加雷斯收下了这份祭品。瞿札最终作为一个恶魔归来，向那些如此轻易便把他献出的村民索取他们身上的一部分。从某些人那里取走舌头，从另一些人那里取走一只眼，从某些人那里取走一部分心智或灵魂。[PARAGRAPH]战斗中，瞿札能从活着的目标体内召出毒蛇，他的凝视会令人瘫痪。他带着一柄血淋淋的砍刀，用以卸去肢体，还有一把仪式短刀，用以取出内脏——他通常趁受害者尚活着、瘫痪之际动手。瞿札的魔法对那些甘愿牺牲自己以拯救他人者不起作用。[PARAGRAPH]瞿札（亦被称为“祭坛的呼唤”或“唤肉者”）会回应那些失去了身体某部位者的祈祷，他能提供一个替代品——尽管是个堕落扭曲的版本——并期待呼唤者付出某种形式的亲身献祭。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_LEADER_OUZZA	Ouzza the Fleshcaller	唤肉者瞿札
