file	key	english	chinese
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_CHILDREN_OF_THE_ONE_PEDIA	[TAB]Thus spoke the Martyr Mishahel, as the Luonnotar stood chained in the city plaza awaiting Junil's justice: [PARAGRAPH:1]"You ask us to repent? We ask you the same. We are all Children of The One, you, and I, and all your so-called gods alike, no matter who denies it. His angels may have made this world, but only by His leave. This warrants them no worship. We will adore only The One. The Twenty-One have all sinned and fallen short of the glory of The One, by far more than the vilest mortal falls short of your Junil's majesty. Our Elder Brothers, the angels, swore to guide us to enlightenment, to make us all their equals. Instead, like petulant children, they have turned their charges into pawns for petty squabbles among themselves. Now it falls to us to enlighten them. Fighting evil with evil can never be called justice. Junil is no better than Agares, only a greater hypocrite. Every "god" willing joined Agares' rebellion. They are all oath-breakers. The All-Father offered his children true freedom, but from fear and lust for power they have chosen bondage. Agares stole the Gems of Creation and forged their links to the infinite planes, but each "god" gladly enslaved his own soul to his to a separate precept. Our own sire, Nemed, came near to redemption when he surrendered his divinity, but in his folly defied The One and damned us all to "immortality. " Only The One should last forever. I endure only by his will. This world soon shall pass away. We will all be judged. Perhaps some shall escape Creation and enter into the True Heaven. Repent now while there is still a chance, lest you instead be punished along with your idols. "[PARAGRAPH:2]With this their trial was over. The Priors had heard enough. Such egregious blasphemy demanded special punishment. Hanging or decapitation would not suffice. These fools must be made an example to the public in the most dramatic way: a Pillar of Fire called down from the heavens. The Pontiff's prayers had been answered with the miracle on multiple occasions during the late war against The Ashen Veil, and he knew Junil would be eager to purge this greater scourge. [PARAGRAPH:2]Junil indeed hated the gospel of the Luonnotar, because he feared it might be true. How could any mortal know such things? The terms of The Compact forbid any angel from sharing such secrets with the living. One worry filled his soul with terror: could The One have returned, and revealed himself only to these mortals? Impossible. . . or was it? Junil was now forced to doubt his own righteousness. Was not Agares first great sin the creation of a world and people required to worship him, and kept in ignorance of the truth? This line of thought would have gone on, until he recalled an obscure clause that Dagda's Archangel had inserted into The Compact which precisely dictated his proper course action. He suppressed his existential angst by following the letter of the law as usual. [PARAGRAPH:2]The people watched in awe as they saw the flames descending from the sky, with greater force than had ever descended before. The Prior was certain of his victory, while the Luonnotar stoically accepted their unjust fate. No one predicted what came next. The pillar descended and engulfed them, but not a hair on their heads or a fiber of their clothing was singed. The same could not be said of the chains binding them, or the flesh of their persecutors, or the stones of the Basilica itself, which rapidly melted away. Half the city cried in anguish, and were reduced to ash. The only survivors within miles of the plaza were the condemned, and those who had hearkened to their words. [PARAGRAPH]Rumors spread that the basilica was burned by sorcery, and armies amassed to avenge the massacre. Assailed at every stop, the Luonnotar always proved invulnerable to divine magic yet often fell to mundane blades. They continued to preach and attract new converts, but were always on the verge of extinction until finding sanctuary among the Grigori. Cassiel sent word assuring them that they could live in peace within his realm so long as they never tried to emulate their persecutors. Refugees of all faiths were welcome to live in peace among the Grigori, if they could tolerate that blasphemy was the national pastime. The Luonnotar gained a base from which to organize evangelism abroad, but rarely won converts among their skeptical new compatriots. Mishahel continued to petition the fallen archangel for an audience and for some endorsement for his beliefs, but was always ignored. The one blasphemy Cassiel cannot tolerate is the notion that The One is petty enough to desire any cult of worshipers. [PARAGRAPH:3]The Children of The One religion may start in either one two ways: through a random event that may occur in any city under any state religion, or the Grigori civilization discovering [LINK=TECH_ARCANE_LORE]Arcane Lore[\\LINK]. [PARAGRAPH]Cities with this and another faith are both present have a chance of triggering a Monotheist Revolt, in which this faith will force its competitors out. If the religion removed was a state religion, then the city will revolt as if newly conquered. The Children of The One itself can never be a state religion. [PARAGRAPH]The [LINK=UNIT_LUONNOTAR]Luonnotar[\\LINK], the religion's only unique unit, can travel through rival territory without open boarder agreements in order to spread its faith among cities and units alike. Priests of other religions who adopt this faith are defrocked--the units are automatically deleted if anyone tries to use them. The Luonnotar unit is immune to magic and has no spells of its own, but is very strong against disciple units and will target them even in stacks with better defenders. Any unit which converts to this religion becomes [LINK=PROMOTION_MAGIC_RESISTANCE]resistant to magic[\\LINK] and also [LINK=PROMOTION_REBEL]rebellious[\\LINK] against any owner that is running any state religion. If a leader with a state religion orders such units to fight against the Grigori, they will most likely defect. The religion's only building is its holy shrine, [LINK=BUILDING_UNHARMED_MARTYRS]The Unmarred Martyrs[\\LINK]. This provides [LINK=BONUS_MANA_FORCE]Force mana[\\LINK], great person points towards [LINK=UNIT_ADVENTURER]Adventurers[\\LINK], and increased war weariness for your enemies. Units in the city are 100% resistant to magic, gain the Scourge promotion, and lose the [LINK=PROMOTION_DIVINE]Divine[\\LINK] promotion (priests loose access to their spells just by passing through the city). It makes other religious buildings cause a great deal of unhappiness. [PARAGRAPH]Units of this religion will never return as either [LINK=UNIT_ANGEL]Angels[\\LINK] or [LINK=UNIT_MANES]Manes[\\LINK]. \r\n[PARAGRAPH:3]All priests have their Ardas weakened by the presence of the Children of the One, especially in cities nearby.  Once the Children of the One have enough influence, priests may abandon their faith and become rebellious, possibly disbanding themselves of defecting to the Grigori.	[TAB]殉道者米沙赫尔如是说道，其时天母审判官正被锁链缚于城中广场，等候朱尼尔的审判：[PARAGRAPH:1]“你们要我们悔改？我们也这般要求你们。我们全都是太一之子——你、我，以及你们所谓的一切神祇，无论谁否认这一点。他的天使或许造就了这个世界，但那也只是奉他的准许。这并不值得让人对他们加以崇拜。我们只崇敬太一。这二十一位全都犯了罪，亏缺了太一的荣耀，其亏缺之甚，远超最卑劣的凡人之亏缺于你们朱尼尔的威严。我们的兄长——众天使——曾立誓引领我们走向启悟，令我们皆与他们平等。可他们却像任性的孩童，把托付于己的众生变成他们彼此间琐碎争吵的棋子。如今，启迪他们的重任落到了我们身上。以恶抗恶，永不能称之为正义。朱尼尔不比阿加雷斯好，只是个更大的伪君子。每一位‘神’都心甘情愿加入了阿加雷斯的叛乱。他们全是背誓者。万物之父赐予他的孩子真正的自由，但出于恐惧与对权力的贪欲，他们却选择了束缚。阿加雷斯窃取了造物之宝石，铸就它们与无限位面的连结，可每一位‘神’都甘愿将自己的灵魂奴役于一条各自的戒律。我们自己的父神涅梅德，在放弃其神性时曾几近救赎，却因其愚妄违抗太一，将我们全都诅咒进了‘不朽’。唯有太一才应永存。我仅凭他的意志得以存续。这个世界不久便将逝去。我们全都将受审判。或许有些人能逃出造物，进入真正的天堂。趁着尚有机会，此刻便悔改吧，免得你们反倒与你们的偶像一同受罚。”[PARAGRAPH:2]至此，他们的审判结束了。圣堂主教们已听得够多。如此骇人的亵渎需要特殊的惩罚。绞刑或斩首都不足够。这些蠢货必须以最富戏剧性的方式公开示众：一道自天而降的炎之柱。在近来对抗混沌之灰烬的战争中，教皇的祈祷曾多次以这一奇迹得到应验，他深知朱尼尔会急于涤除这更大的祸患。[PARAGRAPH:2]朱尼尔确实憎恨天母审判官的福音，因为他害怕它可能是真的。凡人怎会知晓这等事？契约的条款禁止任何天使向生者分享这类秘密。一桩忧虑令他的灵魂充满恐惧：太一莫非已经归来，且只向这些凡人显现了自身？不可能……又或许可能？朱尼尔如今被迫怀疑起自己的正义。阿加雷斯的第一桩大罪，不正是创造了一个被要求崇拜他、并被蒙蔽于真相之外的世界与民族吗？这一思绪本会继续下去，直到他想起达格达的大天使插入契约中的一条晦涩条款，那条款恰恰规定了他应有的行事之道。他一如既往地遵循律法的字面条文，压下了自己那存在层面的焦虑。[PARAGRAPH:2]人们敬畏地望着火焰自天而降，其威势胜过以往任何一次降临。圣堂主教确信自己已然胜券在握，而天母审判官则平静地接受着他们不公的命运。无人料到接下来发生的事。那火柱降下，将他们吞没，然而他们头上一根毫发、衣上一缕丝线都未被燎焦。缚着他们的锁链却不然，那些迫害者的血肉、乃至巴西利卡本身的石块也不然，它们迅速熔化殆尽。半座城池的人哀号着，化为灰烬。广场方圆数里之内唯一的幸存者，便是那些被定罪之人，以及那些曾聆听其言者。[PARAGRAPH]传言四起，说那座巴西利卡是被巫术焚毁的，军队集结起来要为这场屠杀复仇。天母审判官在每一处遭到围攻，却总是证明自己对神圣魔法刀枪不入，却又常常倒在凡俗的刀剑之下。他们继续布道、吸引新的皈依者，却始终濒临灭绝，直到在格利高里中觅得庇护。卡西尔传话向他们保证，只要他们绝不试图效仿其迫害者，便可在他的国度内安然生活。各种信仰的难民都可在格利高里中和平共处，只要他们能容忍亵渎神明乃是这个国度的全民消遣。天母审判官获得了一处向外传播福音的据点，却鲜少在其满腹狐疑的新同胞中赢得皈依者。米沙赫尔继续恳请那位堕落的大天使赐予一次觐见、并对其信仰有所认可，却始终被置之不理。卡西尔唯一无法容忍的亵渎，便是那种认为太一竟渺小到会渴求一群崇拜者的念头。[PARAGRAPH:3]太一之子宗教可以两种方式之一开始：通过任何国教下的任一城市中可能发生的一个随机事件，或格利高里文明研究出[LINK=TECH_ARCANE_LORE]神秘典籍[\\LINK]。[PARAGRAPH]同时存在本教与另一信仰的城市，有几率触发一次一神论叛乱，届时本教将把其竞争者逐出。若被移除的宗教是国教，则该城将如新被征服一般叛乱。太一之子本身永远无法成为国教。[PARAGRAPH]本教唯一的独特单位[LINK=UNIT_LUONNOTAR]天母审判官[\\LINK]，可在没有开放边界协议的情况下穿越敌方领土，以便在城市与单位间传播其信仰。皈依本信仰的其他宗教祭司会被剥夺圣职——若有人试图使用他们，这些单位会被自动删除。天母审判官单位免疫魔法，自身没有法术，但对使徒类单位极为强力，即便在有更强防御者的堆叠中也会锁定它们。任何皈依本教的单位都会变得[LINK=PROMOTION_MAGIC_RESISTANCE]抵抗魔法[\\LINK]，并对任何采用任何国教的拥有者变得[LINK=PROMOTION_REBEL]反叛[\\LINK]。若一位拥有国教的领袖命令此类单位对抗格利高里，他们极有可能倒戈。本教唯一的建筑便是其圣祠[LINK=BUILDING_UNHARMED_MARTYRS]无瑕殉道者[\\LINK]。它提供[LINK=BONUS_MANA_FORCE]法则能量[\\LINK]、朝向[LINK=UNIT_ADVENTURER]冒险者[\\LINK]的伟人点数，并增加你敌人的厌战情绪。城中单位百分之百抵抗魔法、获得涤罪者晋升，并失去[LINK=PROMOTION_DIVINE]神圣[\\LINK]晋升（祭司仅仅经过此城便会失去其法术的使用权）。它使其他宗教建筑造成大量不满。[PARAGRAPH]本教的单位永远不会作为[LINK=UNIT_ANGEL]天使[\\LINK]或[LINK=UNIT_MANES]恶灵[\\LINK]归来。\r\n[PARAGRAPH:3]所有祭司的阿尔达都会因太一之子的存在而被削弱，尤其在邻近的城市。一旦太一之子拥有足够的影响力，祭司便可能舍弃其信仰、变得反叛，甚至可能自行解散或倒戈至格利高里。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_WHITE_HAND_PEDIA	[TAB]There have been men have worshiped The White Hand of Mulcarn in every era since before the time of the Godswar, but they have never been many. During the Age of Magic, his stoic Frost Speakers were tolerated but disrespected. Mulcarn was considered the least of the gods, at a time when his nemesis Bhall was considered the greatest. Although the least evil of all those who sided with Agares against The One, he was a supremely jealous god who grew to greatly hate humanity for their devotion to every god but himself. As Nostalgia is his very nature, he longed to return to how things were in the Godswar, when man was a primitive being subject to the whims of the divine and gods were not bound by the regulations of The Compact. [TAB]The Fall of Bhall gave him an opportunity to make this a reality. With no god to oppose him, he was able to maneuver the one people who honored him, the nearly destitute Illians, into completing a ritual that summoned him into the plane of Erebus. Sucellus was sent to enforce The Compact and prevent Mulcarn's conquest of the world, but he failed in his endeavor. His body was broken in seven pieces and buried in distant regions of the infinite plane, to prevent them from being reunited and allowing his spirit to return from the Netherworld to challenge The God of Winter again. Where a god failed, and man succeeded. Kylorin, Archmage of the Seventh Circle and former Emperor of All Mankind, was sent on a mission by Nantosuelta (the Goddess of Enchantment and Virtue, who loved Sucellus greatly) to end The Age of Ice and retrieve the Heart of Sucellus from within Mulcarn's citadel. (She had already managed to have the other six pieces of his body gathered together. ) He gathered and reforged the pieces of the Godslayer, a weapon created as a symbol and manifestation of The Compact, and destroyed Mulcarn once and for all. [PARAGRAPH]With their god vanquished, the followers of The Hand fell to an all time low. They were slow to adapt to a changing world, and reviled by more powerful nations who had been their subjects. The few who maintained the faith however were more fanatical than ever. They realized that the true object of worship was not the person of the god, but his precept. His precept remains, and possessed a powerful will to regain an avatar. It has chosen Auric Ulvin, an orphan from a small outlying Illian village called Brigdarrow, to lead it. He is the greatest magical prodigy born in the current age, and was a very good natured child before the precept claimed him. Driven mad with power, he may end up more evil than Mulcarn ever was by the time he completes his goal and ascends into godhood. [PARAGRAPH:1]This state religion is a prerequisite of [LINK=PROJECT_THE_DEEPENING]The Deepening[\\LINK], [LINK=PROJECT_THE_DRAW]The Draw[\\LINK], and the [LINK=PROJECT_ASCENSION]Ascension[\\LINK] rituals. \r\n\t\t\r\n\t\t\r\n\r\n[PARAGRAPH:3]Priests and Demons of [LINK=RELIGION_WHITE_HAND]The White Hand[\\LINK] will have their ardas most strengthened by the influence of [LINK=RELIGION_WHITE_HAND]The White Hand[\\LINK], but also strengthened to a lesser degree by the [LINK=RELIGION_RUNES_OF_KILMORPH]The Runes of Kilmorph[\\LINK], [LINK=RELIGION_STEWARDS_OF_INEQUITY]The Stewards of Inequity[\\LINK], [LINK=RELIGION_ANOINTED]The Anointed[\\LINK], [LINK=RELIGION_COUNCIL_OF_ESUS]The Council of Esus[\\LINK], [LINK=RELIGION_THE_ASHEN_VEIL]The Ashen Veil[\\LINK], [LINK=RELIGION_COVEN]The Between[\\LINK], and [LINK=RELIGION_SONS_OF_DISCORD]The Sons of Discord[\\LINK]. Its arda will be weakened by [LINK=RELIGION_CHILDREN_OF_THE_ONE]The Children of The One[\\LINK], [LINK=RELIGION_MATRONAE]The Matronae[\\LINK], [LINK=RELIGION_EMBER_LEGION]The Ember Legion[\\LINK], [LINK=RELIGION_UNBLEMISHED]The Unblemished[\\LINK], the Felllowship of the Leaves, [LINK=RELIGION_GREY_COUNCIL]The Grey Council[\\LINK], [LINK=RELIGION_BROTHERHOOD_OF_WARDENS]The Brotherhood of Wardens[\\LINK], [LINK=RELIGION_THE_EMPYREAN]The Empyrean[\\LINK], [LINK=RELIGION_RINGGIVER]The Ringgivers[\\LINK], [LINK=RELIGION_CULT_OF_THE_DRAGON]Cult of the Dragon[\\LINK], [LINK=RELIGION_THE_EMPYREAN]The Order[\\LINK], [LINK=RELIGION_HOUSE_OF_PLENTY]The House of Plenty[\\LINK], and [LINK=RELIGION_FOXMEN]The Foxmen[\\LINK]. It will be weakened in Good lands and strengthened in Evil lands. It will be strengthened by proximity to [LINK=BONUS_MANA_ICE]Ice Mana[\\LINK], Letum Frigus, the [LINK=IMPROVEMENT_WHISPERING_WOOD]Whispering Wood[\\LINK], [LINK=FEATURE_BLIZZARD]Blizzards[\\LINK], [LINK=FEATURE_ICE]Sea Ice[\\LINK], [LINK=TERRAIN_SNOW]Ice[\\LINK], [LINK=TERRAIN_GLACIER]Glacier[\\LINK], [LINK=TERRAIN_WASTELAND]Wasteland[\\LINK], or [LINK=TERRAIN_TUNDRA]Tundra[\\LINK] terrain. It is weakened by [LINK=BONUS_MANA_FIRE]Fire Mana[\\LINK], [LINK=BONUS_MANA_NATURE]Nature Mana[\\LINK], [LINK=TERRAIN_DESERT]Desert[\\LINK], or [LINK=TERRAIN_BURNING_SANDS]Burning Sands[\\LINK] terrain.\r\n	[TAB]自诸神之战之前的时代起，每个纪元都有人崇拜穆卡恩的白手，但他们从来人数不多。魔法纪元期间，他那些坚忍的霜语者虽被容忍，却不受尊敬。穆卡恩被视为最微末的神祇，而其时他的死敌巴尔却被奉为至高。尽管他是所有追随阿加雷斯对抗太一者中最不邪恶的一个，他却是一位极其善妒的神，逐渐对人类满怀憎恨，只因他们虔诚地崇拜除他以外的每一位神。由于怀旧本就是他的天性，他渴望回到诸神之战时的旧貌——那时人类还是受神明反复无常之念摆布的原始存在，诸神也不受契约条规的束缚。[TAB]巴尔的陨落给了他将此变为现实的机会。既无神祇与他相抗，他便得以操纵那唯一敬奉他的民族——近乎赤贫的伊利安人——去完成一场将他召入埃瑞布斯位面的仪式。苏塞鲁斯被派去执行契约、阻止穆卡恩征服世界，却功败垂成。他的躯体被断为七块，埋于无限位面的遥远各处，以防它们重新聚合、让他的魂灵从冥界归来再度挑战冬之神。神祇失败之处，凡人却成功了。凯洛林——第七环大魔法师、昔日的全人类皇帝——受南托苏埃尔塔（附魔与美德之女神，她深爱苏塞鲁斯）之托，肩负一项使命：终结冰之纪元，并从穆卡恩的堡垒中取回苏塞鲁斯之心。（她已设法将他躯体的其余六块聚拢到了一处。）他聚齐并重铸了屠神剑的碎片——那是一件作为契约之象征与化身而造的武器——将穆卡恩彻底摧毁。[PARAGRAPH]随着他们的神被击败，白手的信徒们跌至有史以来的最低谷。他们迟迟未能适应变化的世界，又为曾是其臣属的更强大民族所憎恶。然而少数坚守信仰者却比以往更为狂热。他们领悟到，真正的崇拜对象并非神的其身，而是其戒律。他的戒律尚存，且怀有一股重获化身的强大意志。它选中了奥里克·尤尔文——一个来自伊利安偏远小村布里格达罗的孤儿——来引领它。他是当今世代降生的最伟大的魔法奇才，在戒律占据他之前，是个心地极善的孩子。被权力逼疯的他，到他完成目标、飞升成神之时，可能会变得比穆卡恩曾经的样子更加邪恶。[PARAGRAPH:1]此国教是[LINK=PROJECT_THE_DEEPENING]深化[\\LINK]、[LINK=PROJECT_THE_DRAW]牵引[\\LINK]与[LINK=PROJECT_ASCENSION]飞升[\\LINK]诸仪式的前提。\r\n\t\t\r\n\t\t\r\n\r\n[PARAGRAPH:3][LINK=RELIGION_WHITE_HAND]白手[\\LINK]的祭司与恶魔，其阿尔达受[LINK=RELIGION_WHITE_HAND]白手[\\LINK]的影响强化最甚，但也受[LINK=RELIGION_RUNES_OF_KILMORPH]基鲁莫夫之痕[\\LINK]、[LINK=RELIGION_STEWARDS_OF_INEQUITY]不义之守[\\LINK]、[LINK=RELIGION_ANOINTED]受膏者[\\LINK]、[LINK=RELIGION_COUNCIL_OF_ESUS]杰斯议会[\\LINK]、[LINK=RELIGION_THE_ASHEN_VEIL]混沌之灰烬[\\LINK]、[LINK=RELIGION_COVEN]夹隙[\\LINK]与[LINK=RELIGION_SONS_OF_DISCORD]纷争之子[\\LINK]的较小程度强化。它的阿尔达会被[LINK=RELIGION_CHILDREN_OF_THE_ONE]太一之子[\\LINK]、[LINK=RELIGION_MATRONAE]母神[\\LINK]、[LINK=RELIGION_EMBER_LEGION]余烬军团[\\LINK]、[LINK=RELIGION_UNBLEMISHED]无瑕者[\\LINK]、绿叶之友、[LINK=RELIGION_GREY_COUNCIL]灰色议会[\\LINK]、[LINK=RELIGION_BROTHERHOOD_OF_WARDENS]守护者兄弟会[\\LINK]、[LINK=RELIGION_THE_EMPYREAN]天空的教诲[\\LINK]、[LINK=RELIGION_RINGGIVER]赐环者[\\LINK]、[LINK=RELIGION_CULT_OF_THE_DRAGON]巨龙教团[\\LINK]、[LINK=RELIGION_THE_EMPYREAN]绝对秩序[\\LINK]、[LINK=RELIGION_HOUSE_OF_PLENTY]丰饶之家[\\LINK]与[LINK=RELIGION_FOXMEN]狐人[\\LINK]削弱。它在善良的土地上被削弱，在邪恶的土地上被强化。它会因邻近[LINK=BONUS_MANA_ICE]冰之能量[\\LINK]、寒冰宫殿、[LINK=IMPROVEMENT_WHISPERING_WOOD]低语之林[\\LINK]、[LINK=FEATURE_BLIZZARD]暴风雪[\\LINK]、[LINK=FEATURE_ICE]海冰[\\LINK]、[LINK=TERRAIN_SNOW]冰[\\LINK]、[LINK=TERRAIN_GLACIER]冰川[\\LINK]、[LINK=TERRAIN_WASTELAND]荒原[\\LINK]或[LINK=TERRAIN_TUNDRA]苔原[\\LINK]地形而强化。它会被[LINK=BONUS_MANA_FIRE]炎之能量[\\LINK]、[LINK=BONUS_MANA_NATURE]自然能量[\\LINK]、[LINK=TERRAIN_DESERT]沙漠[\\LINK]或[LINK=TERRAIN_BURNING_SANDS]灼热沙漠[\\LINK]地形削弱。\r\n
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_CULT_OF_THE_DRAGON_PEDIA	[TAB]Forgotten and ignored by the gods, some mortals have turned to worshiping the great dragons who once fought over the land and now lie dormant beneath it. They do not form any unified faith, but are a collection of many conflicting minor cults devoted to different beasts. All agree that the gods' weapons of mass destruction are themselves divine, and find their draconic deities to be much more acceptable than empty prayers offered in temples. All seek to awaken these weapons of mass destruction and see them wreak havoc on their enemies. [PARAGRAPH]These cults can pop up in any land, but are most accepted among the [LINK=CIVILIZATION_KURIOTATES]Kuriotates[\\LINK] and [LINK=CIVILIZATION_SHEAIM]Sheaim[\\LINK]. Those civilizations can complete the [LINK=PROJECT_STIR_FROM_SLUMBER]Stir from Slumber[\\LINK] ritual in any city, spreading the Cult to that city, rather than only completing it in a city where the faith is already present. [PARAGRAPH:2]The Cult of the Dragon is unlike other religions. It is not founded by being the first to research a technology. It typically begins when the barbarians create [LINK=UNIT_ACHERON]Acheron's [\\LINK] [LINK=BUILDING_WYRMHOLD]Wyrmhold[\\LINK] in one of their cities and calls the great Furnace Dragon into the world. It can also be founded by the Kuriotates world spell [LINK=SPELL_LEGENDS]Legends[\\LINK], which moves the holy city to the site where it was cast and spreads the religion and the caster's culture to random cities, or by the [LINK=CIVILIZATION_KURIOTATES]Kuriotates[\\LINK] or [LINK=CIVILIZATION_SHEAIM]Sheaim[\\LINK]completing [LINK=PROJECT_STIR_FROM_SLUMBER]Stir from Slumber[\\LINK].[PARAGRAPH]The Dragon Cult has numerous disadvantages for most civilizations, although these do not apply to the Kuriotates, the Sheaim, or anyone whose team controls a Dragon. It makes an empire harder to manage and control. Cities that are home to a Dragon Cult are likely to revolt. Anyone with the Fanaticism technology can train a [LINK=UNIT_DRAGON_FANATIC]Dragon Fanatic[\\LINK] in a Cult city and use it to spread negative effects to rival cities. These Fanatics can be transformed into devotees of specific dragons when they visit their Wyrmholds or hear them [LINK=SPELL_ROAR]Roar[\\LINK]. A standard Fanatic will follow any dragon, but once devoted to a specific beast it will ignore the calls of other dragon species. Dragons generated by Wyrmholds start as sedentary lair guardians, but a Fanatic can use the [LINK=SPELL_BESEECH_DRAGON]Beseech Dragon[\\LINK] ability to call the beasts forth from their lairs and try to convince them to attack their enemies. There is a chance that a Dragon will spawn under your control, if you have the right mana, alignment, and follow the Cult of the Dragon as your State Religion. You cannot adopt this as your State religion unless you already have a Dragon. 	[TAB]被诸神遗忘与漠视，一些凡人转而崇拜那些曾在这片土地上争斗、如今蛰伏于其下的巨龙。他们并未形成任何统一的信仰，而是许多彼此冲突、各自敬奉不同巨兽的小教派的集合。他们全都认同，诸神的大规模杀伤性武器本身即是神圣的，并觉得他们那些龙形神祇远比在神庙中献上的空洞祷告更可接受。他们全都设法唤醒这些大规模杀伤性武器，好看着它们向其敌人肆虐。[PARAGRAPH]这些教派可在任何土地上冒出，但在[LINK=CIVILIZATION_KURIOTATES]库里奥塔特[\\LINK]与[LINK=CIVILIZATION_SHEAIM]塞安[\\LINK]中最受接纳。那些文明可在任何城市完成[LINK=PROJECT_STIR_FROM_SLUMBER]自沉睡中苏醒[\\LINK]仪式，将教团传播至该城，而不必只在已存在该信仰的城市中完成它。[PARAGRAPH:2]巨龙教团与其他宗教不同。它不是通过率先研究出某项科技来创立的。它通常在蛮族于其某座城市建造[LINK=UNIT_ACHERON]阿切隆的[\\LINK][LINK=BUILDING_WYRMHOLD]龙巢[\\LINK]、将伟大的熔炉巨龙召入世界时兴起。它也可由库里奥塔特的世界法术[LINK=SPELL_LEGENDS]传奇[\\LINK]创立——该法术将圣城迁至其施法之处，并向随机城市传播该宗教与施法者的文化——或由[LINK=CIVILIZATION_KURIOTATES]库里奥塔特[\\LINK]或[LINK=CIVILIZATION_SHEAIM]塞安[\\LINK]完成[LINK=PROJECT_STIR_FROM_SLUMBER]自沉睡中苏醒[\\LINK]创立。[PARAGRAPH]巨龙教团对多数文明有诸多不利，尽管这些不利并不适用于库里奥塔特、塞安，或任何其团队控制着一条巨龙的玩家。它使帝国更难管理与掌控。作为巨龙教团大本营的城市极易叛乱。任何拥有宗教狂热科技的人都能在一座教团城市训练[LINK=UNIT_DRAGON_FANATIC]巨龙狂信徒[\\LINK]，用它向敌对城市散播负面效果。这些狂信徒在造访其龙巢或听闻它们[LINK=SPELL_ROAR]咆哮[\\LINK]时，可转变为特定巨龙的信徒。普通狂信徒会追随任何巨龙，但一旦献身于某头特定巨兽，便会无视其他龙种的召唤。由龙巢生成的巨龙起初是定居的巢穴守护者，但狂信徒可使用[LINK=SPELL_BESEECH_DRAGON]恳请巨龙[\\LINK]能力将巨兽从其巢穴召出，并试图说服它们攻击其敌人。若你拥有合适的能量、阵营，并以巨龙教团为国教，则有几率生成一条归你控制的巨龙。除非你已拥有一条巨龙，否则无法将此定为你的国教。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_CULT_OF_THE_DRAGON	Cult of the Dragon	巨龙教团
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_WHITE_HAND_ADJECTIVE	Hand	白手
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_CHILDREN_OF_THE_ONE_ADJECTIVE	Monotheist	一神论者
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_CULT_OF_THE_DRAGON_ADJECTIVE	Dragon Cultist	巨龙信徒
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_THE_EMPYREAN	The Empyrean	天空的教诲
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_THE_ORDER	The Order	绝对秩序
Magister_CIV4GameText_FFH2.xml	TXT_KEY_RELIGION_RUNES_OF_KILMORPH_HELP	[ICON_BULLET]Allows [LINK=IMPROVEMENT_MINE]Mines[\\LINK] and [LINK=IMPROVEMENT_QUARRY]Quarries[\\LINK] to be built on [LINK=TERRAIN_PEAK]Peaks[\\LINK]	[ICON_BULLET]允许在[LINK=TERRAIN_PEAK]山峰[\\LINK]上建造[LINK=IMPROVEMENT_MINE]矿场[\\LINK]与[LINK=IMPROVEMENT_QUARRY]采石场[\\LINK]
