file	key	english	chinese
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_TRISTAN_PEDIA	Tristan was the greatest hero of the Brotherhood of Wardens during Patria's Third Rebellion. He was so instrumental to their cause that the Wardens constructed a ritual to preserve him in case of future need. In the centuries since, Tristan has been called when the Wardens are at their greatest need. Each time Tristan appears exactly as he was when the ritual was first performed. He has no memory of any of his prior manifestations, and doesn't bear any evidence of injuries from those events. Even deaths during manifestations don't keep him from being summoned again. [PARAGRAPH]This is because Tristan is actually held suspended in the Isle of Birds. The ritual creates a duplicate manifestation of him each time. Summoned manifestations have a limited duration. No one remembers that they aren't summoning the real Tristan, or realizes that they could summon multiple copies to fulfill different missions for different factions. [PARAGRAPH]Tristan always appears with living ivory armor with gemellus engraving as well as a palladium torc. [PARAGRAPH] (Living Ivory is a divine metal with an affinity to the Life dominion. It perfectly repairs itself, as well as helping its bearers heal faster. Gemellus is a rose colored metal with an affinity to the Spirit dominion. All gamellus ore originating in a single vein maintains an eternal empathic bond to all the other gamellus ore from that same vein. This makes it the preferred material for wedding bands, as it allows a couple to always sense their spouse's presence and emotional state. Palladium has an affinity for force dominion and is frequently used in binding circles or circlets to enforce oaths. )[PARAGRAPH]Tristan also carries a gemellus ring, called the [LINK=PROMTOION_DAHLIA_BAND]Dahlia Band[\\LINK]. The Dahlia Band maintains the connection with the real Tristan and strengthens the manifestation. In rare cases the manifestation has given the Dahlia Band to another. If the Dahlia band is given away it remains after the manifestation is gone. It is a sacred symbol of the brotherhood. It would remain with the one who it was given to, never gifted to another, until it was buried with them. It is a connection to Tristan, for whatever that bond might grant them. 	特里斯坦是帕特里亚第三次叛乱期间守护者兄弟会最伟大的英雄。他对他们的事业至关紧要，以至于守护者构筑了一套仪式，以备将来不时之需将他留存下来。此后数百年间，每当守护者面临最危急的关头，特里斯坦便被召唤。每一次特里斯坦现身时，都与仪式初次施行时一模一样。他对自己此前的任何一次显现都全无记忆，也不带有那些事件留下的任何伤痕。哪怕在显现期间死去，也不妨碍他再度被召唤。[PARAGRAPH]这是因为特里斯坦其实被悬置于飞鸟之岛。仪式每次都会造出他的一个复制显现。被召唤的显现有其时限。无人记得他们召唤的并非真正的特里斯坦，也无人意识到他们本可召唤多个复制体，为不同派系执行不同的任务。[PARAGRAPH]特里斯坦现身时总是身着带双子纹雕饰的活体象牙铠甲，佩戴钯金颈环。[PARAGRAPH]（活体象牙是一种对生命领域有亲和的神圣金属。它能完美自我修复，还能助其佩戴者更快痊愈。双子纹金是一种对灵魂领域有亲和的玫瑰色金属。所有源自同一矿脉的双子纹金矿石，彼此之间维系着永恒的共感纽带。这使它成为婚戒的首选材料，因为它让一对伴侣总能感知配偶的存在与情绪状态。钯金对力场领域有亲和，常用于约束法阵或环冠以强制誓约。）[PARAGRAPH]特里斯坦还佩戴一枚双子纹金指环，名为 [LINK=PROMTOION_DAHLIA_BAND]大丽花之环[\\LINK]。大丽花之环维系着与真正特里斯坦的联系，并强化其显现。在极罕见的情形下，显现体曾将大丽花之环交予他人。若大丽花之环被赠出，它会在显现体消失后留存下来。它是兄弟会的神圣象征。它会一直留在受赠者身边，永不再转赠他人，直至与其一同下葬。它是通往特里斯坦的一条纽带——无论那纽带能赋予他们什么。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_TRISTAN_STRATEGY	[ICON_BULLET]The true Tristan remains in the Isle of Birds and can never be resurrected, but [LINK=UNIT_TRISTAN]duplicate manifestations[\\LINK] can be summoned through a ritual performed in [LINK=PROMOTION_BROTHERHOOD_OF_WARDENS]Brotherhood of Wardens[\\LINK] cities or by a Brotherhood unit that carries his [LINK=PROMTOION_DAHLIA_BAND]Dahlia Band[\\LINK]. 	[ICON_BULLET]真正的特里斯坦留在飞鸟之岛，永远无法被复活，但 [LINK=UNIT_TRISTAN]复制显现体[\\LINK] 可通过在 [LINK=PROMOTION_BROTHERHOOD_OF_WARDENS]守护者兄弟会[\\LINK] 城市施行的仪式召唤，或由携带其 [LINK=PROMTOION_DAHLIA_BAND]大丽花之环[\\LINK] 的兄弟会单位召唤。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_CONDOTTIERO	Condottieri	雇佣队长
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_COMMANDER_22	David Allen Grossman	戴维·艾伦·格罗斯曼
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_COMMANDER_23	Solomon Ka	所罗门·卡
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_COMMANDER_24	Arak the Erkling	厄尔王阿拉克
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_REDCAP	Redcap	红帽子
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_REDCAP_PEDIA	Once a dwarven mercenary company in the Age of Magic,the Redcaps were so well known for their brutal nature that the term has been applied to any dwarf that venerates Aeron, the god of murder. Thankfully it is rare for dwarves to succumb to Aeron, but when they do they are usually very dangerous and well equipped	红帽子在魔法时代曾是一支矮人雇佣兵队伍，因其残暴本性而声名远扬，以至于这一称呼被用于任何敬奉谋杀之神艾伦的矮人。所幸矮人堕入艾伦麾下者甚为罕见，但一旦如此，他们往往极其危险且装备精良
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DUERGAR	Duergar	杜尔加
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DUERGAR_PEDIA	Dwarves who have fallen to Mammon's greed become Duergar. Though once this title meant the dwarf was exiled from the dwarven community (and the community no longer thought of the person as a dwarf) it became so common that eventually entire Duergar cities were formed	堕入玛门贪欲的矮人化为杜尔加。虽然这一称号一度意味着该矮人被逐出矮人族群（且族群不再视此人为矮人），但它变得如此普遍，以至于最终形成了整座整座的杜尔加城市
