file	key	english	chinese
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_SLYPH_SEARCH_PEDIA	Foxmen love their quests. An overwhelming wanderlust drives them to seek any excuse to go on a grand adventure. The goal is most often entirely beside the point, and often forgotten early in their journeys. Few however are willing to give up the dream of finding true love with one of Tali's most beutiful creations. [PARAGRAPH]Slyphs are beautiful air spirits have been known to give up their eternal dances among the winds and clouds to marry mortal men. The only consistent part of their ephemeral nature if their faithfulness to their spouse, who will invariably be blessed with a happy marriage. But their children, although frequently brilliant and creative, are often restless and troublesome for many generations. Many suspect Tali created the Slyphs specifically to breed this tendency into men. 	狐人钟爱他们的探险。一股压倒一切的漫游欲驱使他们寻找任何借口踏上一场宏大的冒险。目标往往完全无关紧要，常常在旅程早期便被遗忘。然而，鲜有人愿意放弃与塔莉最美的造物之一寻得真爱的梦想。[PARAGRAPH]西尔芙是美丽的气之精灵，据说曾有人放弃她们在风与云间永恒的舞蹈，下嫁凡间男子。她们飘忽本性中唯一始终如一的，便是对配偶的忠贞，那配偶必将被赐予一段幸福的婚姻。但她们的子嗣，虽常常聪慧而富有创造力，却往往连续数代不安分而惹是生非。许多人猜测，塔莉创造西尔芙正是为了把这种秉性繁育进人类之中。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_TOPHET	Tophet	陀斐特
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_TOPHET_HELP	[ICON_BULLET]Grants Fire Resistance to some of the units trained here	[ICON_BULLET]赋予部分在此训练的单位火焰抗性
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_TOPHET_PEDIA	The Church of Bhall has little long-lasting structure. Instead religious upheavals happen and huge masses of fanatical followers rise up and rebel against whatever is being protested in that area. The cause is less important than the fervor, the blessing of Bhall, and the violence that comes with the rebellion. Most worshipers of Bhall receive a brand of her mark that forever burns and inflicts pain. Bhall is also known as the Queen of Fire and the Fallen Star. [PARAGRAPH]The Sanctus Inquisition was formed after the Second Rebellion, to purge Patria of its corruption. This is a movement devoted to Bhall, full of priests, rioters and inquisitors wielding golden seraphic fire. This Fire could burn demonic flesh and break spells. Basium joined the Sanctus Inquisition and Cassiel built a home for the refugees displaced by the war. Though Kylorin duelled the most powerful of the rebellion's enemies, it was the Sanctus Inquisition that fought a hundred battles around Patria. [PARAGRAPH]During these battles, some of the most devout inquisitioners endured the Ritual of the Smokeless Fire. They knelt and prayed to Bhall, prayed for victory, prayed for the fall of the Imprimatur Council, and offered their life as sacrifice that they protect those they love. Then they set themselves on fire. The truly faithful become possessed by one of the Seven Ifrit, incorporeal True Angels who are The Aspects of Bhall. They transformed into small radiant meteors on the battlefield, immune to dark magic and decimating enemy ranks until they detonate and cause even more damage. Only a small percentage of those that attempt the ritual become possessed by the ifrit, but those that do turn the tides of battle. [PARAGRAPH]In the current age of Church of Bhall are called the Ember Legion. Most of its members are Orcs of the Clan of Embers. They continue to practice self immolation, although the Ifrit rarely take them as hosts or bless them, and are also known to sacrifice captives and their own children to the sacred fires. 	巴尔教会没有多少能长久存续的结构。取而代之的是宗教剧变的爆发，大批狂热的追随者揭竿而起，反抗当地任何被声讨的事物。缘由并不如那股狂热、巴尔的祝福，以及叛乱随之而来的暴力那般重要。巴尔的大多数崇拜者会接受她印记的烙印，永远灼烧、施加痛楚。巴尔亦被称为烈焰女王与坠落之星。[PARAGRAPH]圣裁审判庭在第二次叛乱后组建，以清除帕提亚的腐败。这是一场献身于巴尔的运动，充满了挥舞金色炽天圣火的祭司、暴动者与审判官。此火能焚烧恶魔之躯、破除法术。巴希姆加入了圣裁审判庭，卡西尔则为战争中流离失所的难民建起了家园。虽然基洛林与叛乱最强大的敌人决斗，但真正在帕提亚各处打了上百场战役的是圣裁审判庭。[PARAGRAPH]在这些战役中，一些最虔诚的审判官经受了无烟之火仪式。他们跪下向巴尔祈祷，祈求胜利，祈求特许议会的覆灭，并献出自己的生命作为祭品，好让他们守护所爱之人。然后他们引火自焚。真正虔诚者会被七伊夫利特之一附身——那是无形的真天使，是巴尔的化身。他们在战场上化为小小的炽亮流星，免疫黑暗魔法，横扫敌阵，直至引爆造成更大破坏。尝试此仪式者中，只有一小部分会被伊夫利特附身，但成功者能扭转战局。[PARAGRAPH]在当今时代，巴尔教会被称为余烬军团。其成员大多是余灰部落的兽人。他们仍旧奉行自焚，尽管伊夫利特已鲜少以他们为宿主或降福于他们；他们也以将俘虏及自己的子女献祭于圣火而著称。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_SCHOOL_OF_SADISM	School of Sadism	施虐学院
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_SCHOOL_OF_SADISM_PEDIA	When a soul passes from the Bloodfields to the The Temple of Supplication, the chaos is ended. The vault of Aeron was formed to train demons in all the skills they will need on Erebus. It could be thought of as a great academy, but it's closer to say that it is a great temple. Demons learn to fight, lie, and channel power. They learn the great deceptions, and to subjugate themselves to their superiors. Through this training they become a part of the infernal hierarchy. Priests as well as warriors, commanders and soldiers. Many demons are tasked with missions in Erebus as part of this training. Imps are students early in their training. Many of the intelligent demons in Erebus are just in a stage of their training here. Those that have passed beyond this vault are the most rare and powerful of processed souls, demonic lords and princes. [PARAGRAPH]Occasionally particularly vile petitioners (priests of the veil, etc) will skip all the earlier stages and start here in Aeron's vault ready for training. The easiest way to matriculate straight to Aeron's vault, however, is to graduate from the School of Sadism. 	当一个灵魂从血野越入祈求神殿，混乱便告终结。阿隆的密库是为了训练恶魔掌握它们在厄瑞玻斯所需的一切技艺而设。它可被视为一座宏大的学院，但更贴切的说法是它是一座宏大的神殿。恶魔在此学习战斗、说谎与引导力量。它们学习伟大的欺瞒之术，学习臣服于上级。通过这番训练，它们成为地狱等级体系的一部分——既是祭司，也是战士、指挥官与士兵。许多恶魔作为训练的一部分，被派往厄瑞玻斯执行使命。小恶魔是训练早期的学徒。厄瑞玻斯许多有智慧的恶魔正处于此地训练的某个阶段。那些已越过此密库者，是被处理过的灵魂中最稀有、最强大的——恶魔领主与亲王。[PARAGRAPH]偶尔，特别邪恶的祈求者（法阵祭司等）会跳过所有较早的阶段，直接从阿隆的密库开始，准备受训。然而，直升阿隆密库最简便的途径，便是从施虐学院毕业。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_SHRINE_OF_SIRONA_HELP	[ICON_BULLET]Allows you to heal one of your units per turn. [NEWLINE][ICON_BULLET]Half cost with [LINK=RELIGION_BROTHERHOOD_OF_WARDENS]Brotherhood of Wardens[\\LINK]	[ICON_BULLET]允许你每回合治疗你的一个单位。[NEWLINE][ICON_BULLET]在守望者兄弟会下花费减半
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_DIES_DIEI_PEDIA	The Empyrean was the greatest force for good in the slowly darkening Patria. Though it was devoted to Lugus, the Overcouncil had members from all holy religions. It was the only real force within Patria that could defy the Imprimatur Council;angels stood along the walls of Dies Diei. [PARAGRAPH]Though there had been many plots to try to undermine the city and the overcouncil, none had succeeded. It was the endless night that led to its downfall. [PARAGRAPH]Night strengthened the Aphotic Throne. It strengthened the vampires, werewolves and creatures that the sun forced back into the dark corners of the world. It weakened the angels of Lugus and the priests that were blessed each dawn. [PARAGRAPH]But that is not what led to the fall. It was fear. [PARAGRAPH]The first missed dawn started a panic in Dies Diei. The Overcouncil attempted to advise caution, prayer and communion. But by the third day they were unable to retain control. Horsemen galloped out of the city to invade the Duchy of Dust, who was blamed for all evil things (and often guilty of the charges). People within the city began fighting each other for resources as they feared a coming famine. [PARAGRAPH]Iaegus, Archangel of Shadow, lived on a small farm outside of the city, pretending to be a hermit and apostate. He earned the ire of his neighbors and when they came to confront him they found things they believed were used in dark magic within his home and cellar. [PARAGRAPH]Iaegus was arrested and he didn't stop condemning anyone who got close to him. He screamed at the city as he was dragged through it, and said that they deserved the darkness that was coming for them. Many believed that Iaegus was the one who caused the endless night and he was jailed for binding the sun and cursing the land. [PARAGRAPH]For a brief time the panic in the city subsided and the city turned to blaming Iaegus. The city called for a quick trial, for his condemnation, and his execution. [PARAGRAPH]He remained with the Overcouncil dungeon for three days. Each day the public got more insistent on justice. Each day the sun didn't rise they cried that killing Iaegus was the only way to stop it. [PARAGRAPH]Iaegus received a trial in front of the Overcouncil. It only lasted a single day. By the end the Overcouncil knew the truth, that he was a horrible man, but he wasn't guilty of the crime he had been accused of. He didn't cause the darkness. This truth had always been made known to them in their trials. And they had always followed it. [PARAGRAPH]But the city was unified. Protestors were about to storm the Empyrean and they wanted blood. The Overcounil deliberated, made theories, made excuses. They told themselves that maybe they were being blinded as the sun had been. Maybe he was guilty even though the voice of Lugus within them whispered that it was not so. [PARAGRAPH]They pronounced him guilty. In what would have been the darkest part of night they executed him in the town center. The last look on his face was a smile. In that moment the arda of Lugus was lost and the angels fled from Dies Diei. [PARAGRAPH]Then they stared toward the east and waited for dawn to come. But when it was time, the sun didn't rise. Instead hoofprints sounded through the city. The Riders of Nox Noctis, black and ethereal, charged straight through the walls of the city. Their flashing swords ignored steel and stone and cut easily through flesh. It is not known what happened to the citizens of Dies Diei. It would be years until the gates were opened again, after the sun had returned to Creation, and when it did the city was vacant. 	天空的教诲曾是那缓缓沉入黑暗的帕提亚中最强大的向善之力。尽管它献身于罗格斯，至高议会却拥有来自所有神圣宗教的成员。它是帕提亚境内唯一能真正违抗特许议会的力量；天使们伫立在昼中之昼的城墙上。[PARAGRAPH]虽然曾有诸多阴谋企图颠覆这座城市与至高议会，却无一得逞。使它走向覆灭的，是那无尽的长夜。[PARAGRAPH]黑夜强化了幽暗王座。它强化了吸血鬼、狼人，以及那些被太阳逼回世界阴暗角落的生物。它削弱了罗格斯的天使，以及每个黎明受赐福的祭司。[PARAGRAPH]但那并非导致覆灭之因。是恐惧。[PARAGRAPH]第一个未至的黎明在昼中之昼引发了恐慌。至高议会试图劝导众人保持谨慎、祈祷与共融。但到第三天，他们已无力维持控制。骑手们纵马奔出城，去入侵尘埃公国——一切邪恶之事都被归咎于它（而它也常常确有其罪）。城中民众因惧怕即将到来的饥荒，开始为资源彼此争斗。[PARAGRAPH]阴影大天使伊阿古斯住在城外一处小农庄，佯装隐士与叛教者。他招来邻人的愤恨，当他们前来与他对质时，在他家中与地窖里发现了他们相信用于黑暗魔法的物件。[PARAGRAPH]伊阿古斯被捕，他却不停地诅咒任何靠近他的人。他被拖过城市时对着全城尖叫，说他们活该迎来那正朝他们逼近的黑暗。许多人相信正是伊阿古斯造成了这无尽长夜，他因束缚太阳、诅咒大地而被囚。[PARAGRAPH]城中的恐慌一时消退，全城转而归咎于伊阿古斯。城市要求速审、定罪并处决他。[PARAGRAPH]他在至高议会的地牢中被关了三天。一天天过去，民众对正义的呼声愈发急切。每一个太阳未升的日子，他们都哭喊着说，杀死伊阿古斯是阻止这一切的唯一办法。[PARAGRAPH]伊阿古斯在至高议会面前受审。审判只持续了一天。到最后，至高议会明白了真相：他确是个可怕的人，但他并未犯下被指控之罪。他没有造成黑暗。这真相在他们的审判中始终被昭示给他们，他们也一向遵从它。[PARAGRAPH]但全城已团结一致。抗议者即将冲击天空的教诲，他们要见血。至高议会反复商议，编造理论，寻找借口。他们对自己说，或许他们也如太阳一般被蒙蔽了。或许他有罪，纵然他们心中罗格斯的声音低语着并非如此。[PARAGRAPH]他们宣判他有罪。在本该是夜最深处的时刻，他们在城市中心将他处决。他脸上最后的神情是一个微笑。就在那一刻，罗格斯的神赐之力失落了，天使们逃离了昼中之昼。[PARAGRAPH]随后他们朝东方凝望，等待黎明降临。可当那时刻来临，太阳没有升起。取而代之的是马蹄声响彻全城。司夜的骑手，漆黑而缥缈，径直冲过城墙。他们闪烁的利剑无视钢铁与磐石，轻易割穿血肉。昼中之昼的居民究竟遭遇了什么，无人知晓。直到太阳重返造化多年之后，城门才再度开启，而当它开启时，城中已空无一人。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_SANGUINE_FOUNTAIN	Sanguine Fountain	血泉
Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_SANGUINE_FOUNTAIN_HELP	[ICON_BULLET]Will disappear if a rival builds it elsewhere[NEWLINE][ICON_BULLET]The Holy City status is added or removed with this wonder.[NEWLINE][ICON_BULLET]Can only be built while at War[NEWLINE][ICON_BULLET]Is destroyed when your wars end	[ICON_BULLET]若敌方在别处建造它，则会消失[NEWLINE][ICON_BULLET]圣城地位随此奇观而增减。[NEWLINE][ICON_BULLET]只能在交战时建造[NEWLINE][ICON_BULLET]当你的战争结束时被摧毁
