file	key	english	chinese
CIV4DiplomacyText.xml	AI_DIPLO_FIRST_CONTACT_LEADER_PETER_1	Welcome, [CT_NAME]. I am [OUR_NAME], ruler of all of [OUR_CIV_SHORT]. You will find me a fair man to deal with - cruel, but fair. 	欢迎，[CT_NAME]。我是[OUR_NAME]，[OUR_CIV_SHORT]全境的统治者。你会发现我是个公道的谈判对象——残忍，但公道。
CIV4DiplomacyText.xml	AI_DIPLO_FIRST_CONTACT_LEADER_CATHERINE_1	Well hello there, [CT_NAME]. It is a pleasure to meet you at last! I'm always looking for CLOSER relations with other leaders, if you get my drift...	哎呀，你好呀，[CT_NAME]。终于见到你了，真是荣幸！我可一向乐意跟别的领袖建立更“亲密”的关系，你懂我的意思吧……
CIV4DiplomacyText.xml	AI_DIPLO_FIRST_CONTACT_LEADER_ISABELLA_1	Her most righteous majesty, Isabella, beloved of God and protector of the faith, does condescend to greet you, [CT_NAME]. Do tell me: are you a righteous people, or are you fiendish heathens who need to be wiped off of the face of this fair land?	至圣至明的女王伊莎贝拉，蒙神眷爱、信仰的守护者，屈尊向你致意，[CT_NAME]。且告诉我：你们是正义之民，还是该从这片美好土地上被彻底抹去的邪恶异教徒？
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_1	Stop pestering me!	别再来烦我了！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_2	I have nothing to say to you.	我跟你没什么好说的。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_3	Sorry, [CT_NAME], talk does not interest us!	抱歉，[CT_NAME]，谈话我们没兴趣！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_4	Go away. We have nothing to discuss.	走开。我们没什么好谈的。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_5	Leave me alone!	别来烦我！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_6	I am not interested in hearing any more of your lies. Go away.	我不想再听你的谎话了。走开。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_FRANKLIN_ROOSEVELT_1	[OUR_EMPIRE] does not negotiate with terrorists.	[OUR_EMPIRE]绝不与恐怖分子谈判。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_WASHINGTON_1	We shall not listen to your insidious lies. Begone!	我们不会听你那阴险的谎言。滚吧！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_SALADIN_1	Your words are but the braying of a jackass, [CT_NAME]. Take them elsewhere.	你的话不过是蠢驴的嘶鸣，[CT_NAME]。拿到别处去说吧。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_MONTEZUMA_1	Talk to the ceremonial blade, [CT_NAME].	去跟祭祀之刃谈吧，[CT_NAME]。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_QIN_SHI_HUANG_1	The mere sight of you offends me, [CT_NAME]. Begone!	光是看见你就令我不悦，[CT_NAME]。滚吧！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_CHINESE_LEADER_1	[OUR_CIV_SHORT] will not listen to your bourgoise lies!	[OUR_CIV_SHORT]绝不会听你那套资产阶级的谎言！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_HATSHEPSUT_1	Begone, you lying serpent!	滚开，你这条撒谎的毒蛇！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_ELIZABETH_1	Go away you horrible little person!	走开，你这个可憎的小人物！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_VICTORIA_1	We are not amused by your meaningless babble, [CT_NAME]!	你那毫无意义的胡言乱语，让我们兴味索然，[CT_NAME]！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_LOUIS_XIV_1	Forget it. I have wigs that are smarter than you are.	算了吧。我的假发都比你聪明。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_NAPOLEON_1	Talk to the massed artillery, [CT_NAME].	去跟成排的炮兵谈吧，[CT_NAME]。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_BISMARCK_1	Speak with YOU? Do not make me laugh!	跟你谈？别逗我笑了！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_ALEXANDER_1	I have more important things to do than to exchange lies with you. Come back another day.	我有比跟你交换谎言更要紧的事要做。改天再来吧。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_HUAYNA_CAPAC_1	It is a waste of time to speak with fools. Go away.	跟蠢货说话是浪费时间。走开。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_ASOKA_1	We will not listen to your lies, [CT_NAME]. Remove yourself from our presence.	我们不会听你的谎话，[CT_NAME]。从我面前消失。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_GANDHI_1	Further discussion at this point would be meaningless. Not to mention very annoying. Go away.	此刻再谈下去毫无意义。更别提有多惹人厌了。走开。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_TOKUGAWA_1	I have no time to exchange pleasantries with you, [CT_NAME]: I am too busy plotting your downfall. 	我没空跟你寒暄客套，[CT_NAME]：我正忙着谋划你的覆灭呢。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_MANSA_MUSA_1	Take your pathetic lies elsewhere, for I do not wish to hear them.	把你那可悲的谎话拿到别处去，我不愿听。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_GENGHIS_KHAN_1	Bah! This chatter is a waste of time! Begone!	呸！这种废话是浪费时间！滚吧！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_KUBLAI_KHAN_1	Hello, this is [OUR_NAME]. [OUR_CIV_SHORT] is not at home right now: please leave your name and number and we'll get back to you when pigs have wings.	你好，这里是[OUR_NAME]。[OUR_CIV_SHORT]现在不在家：请留下姓名和电话，等母猪上树那天我们再回你。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_CYRUS_1	Vile serpent! [OUR_CIV_SHORT] will not listen to your lies!	卑鄙的毒蛇！[OUR_CIV_SHORT]绝不会听你的谎言！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_JULIUS_CAESAR_1	Negotiate this, pal!	有本事谈谈这个吧，老兄！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_PETER_1	Guards! Toss this villain out into the snow before I commit a diplomatic incident!	卫兵！在我闹出外交事件之前，把这恶棍扔到雪地里去！
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_CATHERINE_1	I find you strangely unattractive, [CT_NAME]. Do not return until you are better-looking.	我怎么就是觉得你不好看呢，[CT_NAME]。等你长得顺眼些再来吧。
CIV4DiplomacyText.xml	AI_DIPLO_REFUSE_TO_TALK_LEADER_ISABELLA_1	Your lying words pollute the heavens, [CT_NAME]!	你那撒谎的言辞污染了天堂，[CT_NAME]！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_1	We look forward to many years of peace between the [OUR_CIV_ADJ] and [CT_CIV_ADJ] Empires.	我们期盼[OUR_CIV_ADJ]与[CT_CIV_ADJ]两大帝国之间迎来多年的和平。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_2	May the peace be eternal.	愿和平永存。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_3	May we all live long and prosper.	愿我们都长命百岁、繁荣昌盛。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_4	May this peace last until there is no more room to expand!	愿这份和平延续到再无扩张之地为止！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_5	I look forward to years of peace with you, [CT_NAME].	我期盼与你共度多年的和平，[CT_NAME]。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_6	Wonderful!	太好了！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_7	[CT_NAME], let us sit in a circle and sing "Kumbaya" to celebrate this great event!	[CT_NAME]，让我们围坐成圈，唱一曲《Kumbaya》来庆祝这一盛事吧！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_8	Minions! Prepare a feast to celebrate the peace between our great Empires!	侍从们！备下盛宴，庆祝我们两大帝国之间的和平！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_9	You have our gratitude.	承蒙你的美意。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_10	May the peace last a thousand years.	愿这份和平延续千年。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_11	There is no way to peace. Peace is the way.	通往和平没有别的路。和平本身即是路。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_12	You have chosen wisely.	你的选择很明智。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_13	Excellent!	好极了！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_14	I applaud your wisdom.	我为你的智慧喝彩。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_15	Wonderful.	太好了。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_16	Excellent! Now let us join together and destroy somebody else!	好极了！现在让我们联手，去毁灭别的什么人吧！
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_17	You are wiser than you appear, [CT_NAME].	你比看上去要聪明，[CT_NAME]。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_18	Peace with honor, [CT_NAME]: that's what it's all about.	光荣的和平，[CT_NAME]：这才是最重要的。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_19	You are not as foolish as you first appear, [CT_NAME]. I am pleased.	你并不像初见时那般愚蠢，[CT_NAME]。我很满意。
CIV4DiplomacyText.xml	AI_DIPLO_PEACE_20	May the peace last until there is no one else to conquer!	愿这份和平延续到再无他人可征服为止！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_1	No way.	没门。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_2	Not until every last [CT_CIV_ADJ] warrior is ground into dust!	除非每一个[CT_CIV_ADJ]战士都化为尘土！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_3	Never!	绝不！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_4	There will be no peace, [CT_NAME].	不会有和平的，[CT_NAME]。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_5	Peace? Hah! Forget it.	和平？哈！休想。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_6	It is much too late for that, [CT_NAME]. Take your punishment like a man!	太迟了，[CT_NAME]。像个男子汉一样受罚吧！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_FRANKLIN_ROOSEVELT_1	Certainly not! You've awoken a sleeping tiger, [CT_NAME], and I hope you choke on it.	当然不行！你惊醒了一只沉睡的猛虎，[CT_NAME]，但愿它把你活活噎死。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_WASHINGTON_1	America does not negotiate with terrorists. 	美利坚绝不与恐怖分子谈判。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_SALADIN_1	Never! You are an enemy of God! Prepare for thy doom!	绝不！你是神的敌人！准备迎接你的末日吧！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_MONTEZUMA_1	No. We have not yet sacrificed enough [CT_CIV_ADJ] warriors to slake the gods' unending thirst for blood. Try back later.	不。我们献祭的[CT_CIV_ADJ]战士还不够多，尚未满足诸神对鲜血无尽的渴求。晚些再来吧。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_QIN_SHI_HUANG_1	No. You have not yet learned the proper respect for your betters.	不。你还没学会对尊长应有的敬意。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_CHINESE_LEADER_1	There can never be peace in the unending war between the people and the bloodsucking bourgoise capitalist opressors who seek to enslave them! That would be you, punk.	在人民与妄图奴役他们的吸血资本主义资产阶级压迫者之间那场无尽的战争里，永远不会有和平！那说的就是你，废物。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_HATSHEPSUT_1	Gods do not negitiate with mortals - particularly with ugly little slimeballs such as yourself. Go back to your home to await your doom.	神明不与凡人谈判——尤其是像你这样丑陋的小烂泥。滚回家去等死吧。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_ELIZABETH_1	Do you plead for mercy, [CT_NAME]? You'll find none here - only justice!	你是在乞求宽恕吗，[CT_NAME]？这里没有宽恕——只有公道！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_VICTORIA_1	War is deeply unpleasant, but sometimes necessary. We're told that this is one of those times, so we must refuse your pleas. This interview is concluded.	战争令人深恶痛绝，但有时在所难免。我们得到禀报，此刻正是这种时候，因此我们必须拒绝你的求和。此次会谈到此为止。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_LOUIS_XIV_1	It is far too late for peace, you silly [CT_CIV_ADJ] person! Now go away or I shall taunt you a second time!	求和早就太迟了，你这愚蠢的[CT_CIV_ADJ]人！现在走开，否则我要再嘲弄你一次！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_NAPOLEON_1	Why should I agree to peace when my [OUR_CIV_ADJ] armies are making such short work of you?	我的[OUR_CIV_ADJ]大军正把你打得如此不堪一击，我凭什么要答应和平？
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_BISMARCK_1	Your request is denied. Welcome to total war, [CT_NAME].	你的请求被驳回。欢迎迎接全面战争，[CT_NAME]。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_ALEXANDER_1	Your continued existence is an insult to the mighty [OUR_EMPIRE]. This war shall end when you have been erased from the planet.	你还活着，本身就是对伟大[OUR_EMPIRE]的侮辱。这场战争，要等到你从这颗星球上被抹去时才会结束。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_HUAYNA_CAPAC_1	You may beg and plead all you like, [CT_NAME], but it will do you no good. The war will continue until the gods grow tired of it.	你尽可以乞求哀告，[CT_NAME]，但那毫无用处。战争会持续下去，直到诸神厌倦为止。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_ASOKA_1	There shall be no true peace in the world until you are no longer in it. The war continues.	只要你还活在世上，世间就不会有真正的和平。战争继续。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_GANDHI_1	I may be a pacifist, [CT_NAME], but I'm not an idiot. [OUR_CIV_SHORT] declines your request.	我或许是个和平主义者，[CT_NAME]，但我不是傻子。[OUR_CIV_SHORT]拒绝你的请求。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_TOKUGAWA_1	What? Leave you alive to betray and backstab us again?! I shall not sleep easily until you are totally vanquished!	什么？留你活命，好让你再次背叛、暗算我们？！不把你彻底击垮，我睡不安稳！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_MANSA_MUSA_1	Your nation pollutes the very world with its corruption, [CT_NAME]. You must be exterminated.	你的国度以其腐败玷污了整个世界，[CT_NAME]。你必须被铲除。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_GENGHIS_KHAN_1	Now? While everybody's having so much fun? I don't think so!	现在？大家正玩得尽兴的时候？我看不行！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_KUBLAI_KHAN_1	No! [OUR_CIV_ADJ] laws demand that you be further punished for your insolence!	不！[OUR_CIV_ADJ]的律法要求，你须为你的傲慢受到进一步的惩罚！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_CYRUS_1	You have yet to pay fully for your sins, [CT_NAME]. Your people's sufferings will continue until you have done so.	你还没为你的罪孽付清代价，[CT_NAME]。你的子民会继续受苦，直到你偿清为止。
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_JULIUS_CAESAR_1	I have a better idea - how about I just raze your cities and sow your fields with salt?	我有个更好的主意——不如我把你的城市夷为平地，再往你的田里撒盐，如何？
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_PETER_1	Mighty [OUR_CIV_SHORT] does not negotiate with the likes of you! Now go before I have my Cossacks hack you to bits!	强盛的[OUR_CIV_SHORT]绝不与你这种货色谈判！趁我还没让哥萨克把你剁成碎块，快滚！
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_CATHERINE_1	I must refuse, [CT_NAME]; peace is not in our best interests at this time. Besides, I think that men in uniform look totally yummy, don't you?	我只能拒绝了，[CT_NAME]；此时的和平不符合我们的利益。再说，我觉得穿制服的男人看着可真诱人，你说是不是？
CIV4DiplomacyText.xml	AI_DIPLO_NO_PEACE_LEADER_ISABELLA_1	No! God commands that I continue this holy crusade until I have achieved total victory! Begone, churl!	不！神命我将这场圣战进行到彻底胜利为止！滚开，贱民！
CIV4DiplomacyText.xml	AI_DIPLO_GREETINGS_ATT_FR_1	Hello, [CT_NAME]. What is it that you wish to discuss?	你好，[CT_NAME]。你想商谈些什么？
