2	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_NYXKIN_PEDIA	Esus gifted the Svartalfar, the winter court side of the elven civil war, with a breed of large panthers that were strong mounts as well as powerful attackers in their own right. A Nyxkin is a Svartalfar warrior who is bound to one of these panthers. The bond is so great that if either side dies, the other will as well. -- The Bestiary of Erebus	
3	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_MINOTAUR_PEDIA	A Minotaur is a tall humanoid with the head of a bull. They are vigilante guardians, and outside of being unable to resist a fight they mind they are reliable soldiers. -- The Bestiary of Erebus	
4	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_MISTFORM_PEDIA	Esus traveled to the dark hell of Agares only to find it deserted and in ruin. Disliking such a barren world Esus breathed life into the dust and a people half-formed appeared, shadows of a lost people. These people he named the Mistforms and he brought them into Erebus. Mistforms can attack people, but if left alone typically avoid any contact with men and go through their own patterns and habits with little regard for the surrounding world. These habits seem to have little purpose and many suspect they are dreaming they are in a world that no longer exists. -- The Bestiary of Erebus	
5	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_STYGIAN_GUARD_PEDIA	The Stygian Guard are the silent servants of Hastur. They exhibit no attempts at communication and little evidence of thought outside of their ability to ruthlessly follow commands. When they aren't being commanded they seek out pools or other bodies of water and sink unmoving to the bottom unless disturbed. -- The Bestiary of Erebus	
6	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_GRIFFON_PEDIA	A mix of eagles and lions, griffons make loyal mounts and pets to those who are able to tame them. They enjoy dangerous flying so less reckless riders will probably only ride a griffon once. -- The Bestiary of Erebus	
7	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_SEA_SERPENT_PEDIA	Sea Serpents can grow to be large enough to swallow entire ships whole and they release thousands of eggs during their mating cycles. It is only their frequent clashes with each other and the lack of food in their environment that keeps their numbers under control. -- The Bestiary of Erebus	
8	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_1	Mishahel the Martyr	
9	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_2	Elder Methyl	
10	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_3	Hananiah	
11	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_4	Azariah	
12	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_5	Belteshazzar	
13	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_6	Sophanias	
14	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_7	Nahum	
15	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_8	Osee	
16	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_9	Abdias	
17	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_10	Abacuc	
18	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_LUONNOTAR_11	Malachias	
