206	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FEATHERED_PEDIA	These dragons never leave the sky, they fly endlessly, usually so high above creation they have little impact on the world, or the world on them. They are the fastest of the dragons and can rush over battlefields before most will know they are there. Their breath weapon summons a great wind, from gale force winds to a tornado depending on the dragons whim. These attacks are powerful but unfocused, as likely to damage the dragon's allies as its enemies. Feathered Serpents collect light and are mesmerized by the dappled effect of sunshine through leaves, firelight, rainbows and anything that glows or glitters. 	
207	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FURNACE_PEDIA	Sometimes called Furnace or Inferno dragons. These large beasts are terrifying mixture of teeth, claws and scales. But their greatest threat is their fiery breath. It isn't just super heated flame that will melt stone and metal, but also a mucus that sticks to anything it hits and causes it to keep burning. Torch Dragon mucus is barely consumed by this and has been known to burn for days. Torch Dragon fire can also burn non-corporeal creatures like ghosts and spirits (some brave adventurers try to collect it for exactly this purpose). Unlike most dragons, Torch Dragons don't collect anything, but they are fond of beautiful music. [PARAGRAPH]Like most dragons, Torch Dragons slept through the Age of Magic, but when Bhall fell they awoke sensing that their goddess was under attack. The fury at the attack and the corruption of their dominion has led them to be very dangerous and unpredictable. They have no idea who is responsible for the pain they felt at Bhall's fall, but are ready to lash out at anyone they see in response to it. 	
208	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_GRAVE_PEDIA	These grey giants constantly exhume a green gas that is toxic to all life. Even entering a chamber where one sleeps will kill most people. Grave Wyrms collect bones like other dragons collect gold, decorating their lairs with piles of them that would make any necromancer envious. Grave Wyrms are immortal. 	
209	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_GOLD_PEDIA	There were only ever a few Gold Dragons created by Amathaon. They were all beautiful, unique creations, whom he viewed as his children rather than mere weapons of war. To each Amathaon gave a unique gift. To Eurabatres, his first born, the model on whom all other dragons were based, he granted the power to speak and understand all languages, including those of plants and animals, the wind, fire, earth and sea. To all he gave the ability to change form, and to breathe a gas that causes amnesia and euphoria. Victims forget their former lives so they can start anew. Gold Dragons collect items of antiquity, they don't need to be magical or valuable but they have a fascination with forgotten eras and places. A flag of a country that no longer exists, or a statue of a man once notable but now forgotten, will delight them. 	
210	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_OBSIDIAN_PEDIA	These glistening, black serpents looked to be fashioned from polished obsidian. They are fierce and temperamental. They love to fly at night and are swift and quiet fliers. They are thieves and collect items of high craftsmanship, from items as small as rings, to musical instruments, gravestones or statues. Anything that is beautifully made. Most assume that their glowing purple breath weapon is a disintegration beam, as that is the effect it appears to have on the target. But it's actually teleporting the target to a labyrinth within the nexus (which is almost the same as dying). Obsidian Serpents can see through all mirrors near them, and refuse to enter sanctified ground. 	
211	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_PIT_PEDIA	Also called a Chain Dragon, Demonic Dragon, or Dragon of the Depths. These horrific creatures dwell in bottomless pits. Like all the denizens of the lowest hell, they were not created by Agares but were seduced into his service. Most were originally Torch Dragons. Agares has chained a great rock to each of them that they must drag after them. They are capable of short flight even with this rock, but it requires great labor on their part. It is uncertain if Agares did this because he enjoys tormenting the powerful creatures, if they displeased him, or if it serves some other purpose. [PARAGRAPH]The dragon exudes an aura of fear that terrifies all life, even without being seen. Though it usually ignores life outside of its pit, it is drawn to suffering. A Pit Dragon's breath weapon is a dark vapor that corrodes metal, withers flesh and crumbles stone, but has no effect on the dragons chains or the great stone it is chained to. Unlike most other dragons, Pit Dragons don't collect anything. 	
212	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_PIT_STRATEGY	Dragons are the greatest the weapons of the Godswar. They are all [LINK=PROMOTION_MAGIC_IMMUNE]immune to magic[\\LINK] and can scatter enemies in fear either by attacking or with a [LINK=SPELL_ROAR]Roar[\\LINK]. Most can [LINK=SPELL_TAKE_FLIGHT]Fly[\\LINK] and have a unique Breath weapon. Upon the signing of The Compact, most Dragons were locked away in an incorporeal realm. Some left bones as a testament to their former glory. In the Age of Rebirth, men have taken to [LINK=RELIGION_CULT_OF_THE_DRAGON]worshiping[\\LINK] the beasts in place of the gods who made them. Through the [LINK=PROJECT_STIR_FROM_SLUMBER]Stir from Slumber[\\LINK] ritual, they can awaken the weapons of the gods and try to recruit them to serve in mortals' wars. The ritual allows the appropriate civilizations to directly train Abashi, Eurabatres, Drifa, and Thalatth. It allows Dragons to be resurrected from their bones, or raised as Dracoliches. Most importantly, it reveals the locations of several types of Wyrmholds. Those lairs will then start generating dragons of their associated species. [LINK=UNIT_DRAGON_FANATIC]Dragon Fanatics[\\LINK] may visit the lairs to swear allegiance to a particular type of dragon, gaining affinity for their dominion and other promotions in the process, or may become converted to the cause of the first Dragon they hear Roar. Dragon Fanatics also have the ability to [LINK=SPELL_BESEECH_DRAGON]Beseech[\\LINK] a dragon to leave its lair and attack nearby enemies. The Fanatics get better results from exploring Wyrmholds, and may even recruit a dragon to join their player's control when running the Cult of the Dragon as a State Religion. [NEWLINE]The Dragons of the Depths are the least mobile dragons, as they are chained to heavy rocks at the bottom of their pits, but they are very powerful. Every Demonic Dragon once served another god before Agares corrupted it. Most retain affinity for their original spheres as well as for Entropy. 	
213	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_RUNE_PEDIA	Sometimes called an Astral Dragon or a Ghost Dragon, they usually appear as spirits, though they can manifest physically if they desire. Rather than battle themselves Rune Dragons usually prefer to empower others to great action by binding their spirit with a host for a time. This gives the host great strength, fortitude, willpower and courage as well as the magical effects of skin as hard as a dragons hide, regeneration, immunity to hostile magic and a dramatically heightened power for any magical ability the host may already have. When physical, every scale of a Rune Dragon has been inscribed with an angelic symbol. They are long snake like dragons with wise, patient faces and can breath a silver light that destroys magic for a time. They only collect stories of the heroes they have helped and many are bound to material objects like a jeweled egg, or an ancient sword and if the need arises they make be awakened from that object to help the wielder. 	
214	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SEED_PEDIA	Also known as the father of hydras (though there is no truth to it), Seed Dragons have three heads. They have no breath weapon but each head has a different venom, one causes a paralysis, another debilitating euphoria, and the third horrific pain. They also have a poisoned stinger on the end of their tail with a venom that causes death. Seed Dragons sleep in remote forest glades, plants grow quickly over them, completely obscuring them. Their presence increases plant growth for miles around. Many thick forests have a slumbering Seed Dragon at their heart, beneath a hill of growth or nestled within the roots of a great tree, though even those walking over them would never know. Seed Dragons collect unusual plants, taking seeds and pollen carefully from new plants to bring back to their glade. [PARAGRAPH]Seed Dragons were created during the Godswar by Sucellus, but he never participated in the war. So they were given to forests and areas sacred to him, to defend against those that would wander in and destroy the forests. But since no armies attacked Sucellus they had a peaceful existence, chasing off or killing the rare isolated enemies that would wander to close. Their peaceful nature (despite their threatening appearance) survives to this day and sometimes puts them at odds with Cernunnos's more bestial nature. 	
215	Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SCALED_PEDIA	Scaled Dragons are the second largest dragon after the Elder Dragon. They can change their form, but not their mass and have been known to appear as great crocodiles or turtles, multi-headed dragons, lighthouses, great trees or small islands. They can also transform their body completely to water, and most commonly are in this form when they are underwater. Their breath weapon is a roar that can be heard for miles, and even further when issued underwater, that will bring help. This help can be from sea creatures, angels of Danalin or even the ocean itself. Scaled Dragons can instantly heal any injuries by pulling more water into their form. They collect shells and polished stones from along beaches and bring them down to their underwater lairs. A drop of their form (which appears as water), can allow anyone who drinks it to breathe water for seven days. 	
