69	全局政策——行会
70	全局政策——重商主义
71	全局政策——奴隶制
72	上议会维和
73	上议会贸易禁运
74	上议会战争决议
75	强制和平
76	贸易禁运
77	号召参战
78	指派城市归属
79	取缔次元能量
80	取缔混乱能量
81	取缔太阳能量
82	取缔希乌特之石
83	取缔古拉加姆
84	取缔剃草
85	取缔沙漠玫瑰
86	取缔洁提眼
87	取缔奴隶制
88	取缔不死单位
89	协同研究
90	黑暗魔导官的外交胜利
91	首席议员选举
92	作为首席议员，你可以选择一项决议提交表决。
93	我们的约定不过为你换来些许时日。如今我来收取你的灵魂。
94	描述：新的结盟在坦普斯·摩尔的群山中点燃了一场宗教战争。[NEWLINE]下议会或上议会的成员身份无法更改。胜利需要消灭对立议会的成员。[NEWLINE]需要：深入沙漠。
95	描述：丹安意欲通过先祖之洞的试炼。[NEWLINE][NEWLINE]特殊规则：这是一场地牢冒险。你操控一个单位闯过剧本中的挑战，若该单位阵亡则你失败。
96	受盟约束缚
97	[ICON_BULLET]盟约允许诸神及其直属使徒对自己的信徒享有全权支配，却严格限制他们与埃瑞布斯其余地方的往来。受盟约束缚的恶魔可在地狱中自由行动，但除非在其阵营或灰烬帷幕掌控的土地上，否则无法踏入埃瑞布斯本土。
98	%s1_civ 需要你的帮助。你必须率领他们。
99	描述：奥里克意欲飞升成神。若要将埃瑞布斯从又一个冰之纪元中拯救出来，你必须阻止他。[NEWLINE][NEWLINE]特殊规则：你不只操控一个文明，而是每回合轮流接管你阵营中的每一名成员。[NEWLINE][NEWLINE]需要：完成「黑塔」「邪教」与「对抗灰者」。
100	现在，来点截然不同的东西。。。
101	是的。我们的军队需要一切能得到的优势。反正我从来就信不过我们敌人的血亲。
102	[COLOR_RED][NEWLINE][ICON_BULLET]被希达族阻止[COLOR_REVERT]
103	[COLOR_RED][NEWLINE][ICON_BULLET]被灵魂裹尸布阻止[COLOR_REVERT]
104	法师公会即是阿姆莱特的贵族阶层。在多数国家，王室近卫取自拥有大半国土的富裕贵族世家的子弟。阿姆莱特没有世袭贵族。或许有几支魔法血脉占据主导，但出身此类血统者依法永远不得知晓自己的父母是谁。任何天生具备魔法才能的人都由公会抚养长大，被灌输这样的信念：唯有自己的公会才是值得效忠的家人。所有公会都教导其术士为整个国家效力，但多数也灌输对敌对公会动机的深深猜忌。任何能被称作阿姆莱特贵族的人都必定具有秘法潜质，无论他日后是否晋升为巫师或大魔法师，都会在孩提时代被训练成术士。真正有天赋者更青睐隐修巫师这条更为荣耀的道路，但许多在别国会被视为天才法师的人，仍会在阿姆莱特严苛的试炼中落败。这些人必须另寻他途来为公会效力，并保护自己的国家免遭那些不那么严守操守的术士之害。
105	秘法卫士需要贵族政治政策才能建造，而一旦你更改政策他们便会离你而去——因此若你打算不久后更换政府政策，就别费心去造他们了。不过，只要你满足条件，他们便是非常出色的单位，因为他们能够学会任何法师级的法术，且没有等级要求。与普通的王室近卫一样，他们能保护整支部队免遭具有神射手晋升之敌的攻击。他们还起始便能施放守护法环，以保护城市免遭敌方召唤物侵扰。
106	秘法卫士
107	[NEWLINE][SPACE][SPACE][ICON_BULLET]免费晋升（[LINK=PROMOTION_ARCANE]秘法[\\LINK]）[NEWLINE][TAB][ICON_BULLET]具有[LINK=PROMOTION_UNHOLY_TAINT]邪秽污染[\\LINK]的单位
