TXT_KEY_BUG_OPT_REVDCM__REVDCMHIDDENATTITUDE_TEXT	显示 AI 详细态度信息
TXT_KEY_BUG_OPT_REVDCM__REVDCMHIDDENATTITUDE_HOVER	勾选后，启用 DaveMcW 制作的隐藏态度模组
TXT_KEY_BUG_OPT_REVDCM__OC_RESPAWN_HOLY_CITIES_TEXT	圣城迁移
TXT_KEY_BUG_OPT_REVDCM__OC_RESPAWN_HOLY_CITIES_HOVER	允许宗教审判清洗圣城；若某个文明拥有两座信奉被清洗圣城之宗教的城市，则圣城将迁移至该处
TXT_KEY_BUG_OPT_REVDCM__LIMITED_RELIGIONS_EXCEPTIONS_TEXT	有限宗教例外
TXT_KEY_BUG_OPT_REVDCM__LIMITED_RELIGIONS_EXCEPTIONS_HOVER	勾选后，即便启用有限宗教，单城文明与叛军仍可创立多种宗教
TXT_KEY_BUG_OPT_REVDCM__OC_LIMITED_RELIGIONS_TEXT	有限宗教
TXT_KEY_BUG_OPT_REVDCM__OC_LIMITED_RELIGIONS_HOVER	一个文明只能创立一种宗教，因而只拥有一座圣城（除非通过征服获得更多）；这会使各宗教在游戏中传播得更均衡，从而制造更多外交上的宗教紧张
TXT_KEY_BUG_OPT_REVDCM__CHOOSE_RELIGION_TEXT	选择宗教
TXT_KEY_BUG_OPT_REVDCM__CHOOSE_RELIGION_HOVER	与游戏选项版本作用相同，区别在于你不仅可选择自己创立的信仰，还可选择 AI 的信仰
TXT_KEY_BUG_OPT_REVOLUTION__ACTIVEPOPUP_TEXT	革命初始化弹窗
TXT_KEY_BUG_OPT_REVOLUTION__ACTIVEPOPUP_HOVER	初始化时显示弹窗，标明哪些组件处于启用状态
TXT_KEY_BUG_OPT_REVOLUTION__REVCONFIGDEBUGMODE_TEXT	革命配置调试
TXT_KEY_BUG_OPT_REVOLUTION__REVCONFIGDEBUGMODE_HOVER	请勿更改此项
TXT_KEY_BUG_OPT_REVOLUTION__BARBCIVDEBUGMODE_TEXT	蛮族文明调试
TXT_KEY_BUG_OPT_REVOLUTION__BARBCIVDEBUGMODE_HOVER	开启蛮族文明调试输出
TXT_KEY_BUG_OPT_REVOLUTION__ANNOUNCEBARBSETTLE_TEXT	通告蛮族定居
TXT_KEY_BUG_OPT_REVOLUTION__ANNOUNCEBARBSETTLE_HOVER	启用后，当蛮族城市定居并催生新文明时予以通告
TXT_KEY_BUG_OPT_REVOLUTION__USEPOPUP_TEXT	蛮族定居弹窗
TXT_KEY_BUG_OPT_REVOLUTION__USEPOPUP_HOVER	通告蛮族城市定居时使用弹窗
TXT_KEY_BUG_OPT_REVOLUTION__ONLYNOTIFYNEARBYPLAYERS_TEXT	仅通知邻近玩家
TXT_KEY_BUG_OPT_REVOLUTION__ONLYNOTIFYNEARBYPLAYERS_HOVER	蛮族城市定居时，仅通知邻近玩家
TXT_KEY_BUG_OPT_REVOLUTION__BLOCKPOPUPINAUTO_TEXT	不自动弹窗
TXT_KEY_BUG_OPT_REVOLUTION__BLOCKPOPUPINAUTO_HOVER	AI 自动游玩开启时锁定蛮族定居弹窗（将改以消息形式显示）
TXT_KEY_BUG_OPT_REVOLUTION__BARBARIAN_CIV_TEXT	蛮族文明
TXT_KEY_BUG_OPT_REVOLUTION__BARBARIAN_CIV_HOVER	蛮族文明
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDPOLICY_TEXT	新大陆策略
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDPOLICY_HOVER	设定蛮族文明在新大陆板块定居的策略[NEWLINE]0：新大陆与旧大陆同等对待[NEWLINE]1：新大陆蛮族文明照常生成，但由小国升级为完整文明的几率降低[NEWLINE]2：新大陆蛮族文明保持小国状态，直至与旧大陆文明取得接触[NEWLINE]3：同 2，但新大陆蛮族文明须待旧大陆单位登陆该板块后方可定居[NEWLINE]4：须待旧大陆文明单位登陆该板块后，蛮族文明才会生成[NEWLINE]5：须待旧大陆文明在该板块建城后，蛮族文明才会生成
TXT_KEY_BUG_OPT_REVOLUTION__MINORHALFLIFE_TEXT	小国半衰期
TXT_KEY_BUG_OPT_REVOLUTION__MINORHALFLIFE_HOVER	满足新大陆策略 2 及以上的条件后，新大陆小国文明保持小国状态的平均回合数
TXT_KEY_BUG_OPT_REVOLUTION__FIERCENATIVES_TEXT	凶悍原住民
TXT_KEY_BUG_OPT_REVOLUTION__FIERCENATIVES_HOVER	新大陆蛮族文明除了与其他新大陆文明交战外，还会优先攻击旧大陆文明
TXT_KEY_BUG_OPT_REVOLUTION__OFFERCONTROL_TEXT	提供控制权
TXT_KEY_BUG_OPT_REVOLUTION__OFFERCONTROL_HOVER	向玩家提供对新生蛮族文明的控制权
TXT_KEY_BUG_OPT_REVOLUTION__CANCELAUTOFOROFFER_TEXT	取消提供控制权
TXT_KEY_BUG_OPT_REVOLUTION__CANCELAUTOFOROFFER_HOVER	取消玩家对新生蛮族文明的控制权
TXT_KEY_BUG_OPT_REVOLUTION__BARBCIVSBYSTYLE_TEXT	蛮族文明风格
TXT_KEY_BUG_OPT_REVOLUTION__BARBCIVSBYSTYLE_HOVER	若城市拥有文化，则生成的新文明采用文化值最高玩家的美术风格
TXT_KEY_BUG_OPT_REVOLUTION__BARBCIVMAXCIVS_TEXT	蛮族文明上限
TXT_KEY_BUG_OPT_REVOLUTION__BARBCIVMAXCIVS_HOVER	若游戏中文明数量已达此值，则蛮族文明不再生成（-1 表示采用 DLL 上限）
TXT_KEY_BUG_OPT_REVOLUTION__FORMMINORMODIFIER_TEXT	形成小国修正
TXT_KEY_BUG_OPT_REVOLUTION__FORMMINORMODIFIER_HOVER	改变蛮族城市转变为小国文明的几率
TXT_KEY_BUG_OPT_REVOLUTION__MINPOPULATION_TEXT	最低城市人口
TXT_KEY_BUG_OPT_REVOLUTION__MINPOPULATION_HOVER	蛮族城市定居所需的最低人口
TXT_KEY_BUG_OPT_REVOLUTION__MINCONTACTS_TEXT	最少接触数
TXT_KEY_BUG_OPT_REVOLUTION__MINCONTACTS_HOVER	蛮族文明由小国升级为完整文明所需的最少接触数（与任意文明的接触）
TXT_KEY_BUG_OPT_REVOLUTION__MINFULLCONTACTS_TEXT	最少完整文明接触数
TXT_KEY_BUG_OPT_REVOLUTION__MINFULLCONTACTS_HOVER	蛮族文明由小国升级为完整文明所需的最少接触数（与完整文明的接触）
TXT_KEY_BUG_OPT_REVOLUTION__BASEMILITARYODDS_TEXT	军事几率
TXT_KEY_BUG_OPT_REVOLUTION__BASEMILITARYODDS_HOVER	军事型扩军的基础几率
TXT_KEY_BUG_OPT_REVOLUTION__BARBTECHFRAC_TEXT	蛮族科技比例
TXT_KEY_BUG_OPT_REVOLUTION__BARBTECHFRAC_HOVER	前蛮族将获得由此比例的玩家所掌握的全部科技
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDREDUCTION_TEXT	新大陆削减
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDREDUCTION_HOVER	削减独居于某大陆的前蛮族所获科技（值越大，其落后程度越高）
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDERASBEHIND_TEXT	新大陆落后纪元数
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDERASBEHIND_HOVER	新大陆蛮族文明获准生成前须落后的纪元数
TXT_KEY_BUG_OPT_REVOLUTION__BUILDERBONUSTECHS_TEXT	建设型科技奖励
TXT_KEY_BUG_OPT_REVOLUTION__BUILDERBONUSTECHS_HOVER	建设型蛮族文明获得的奖励科技数量
TXT_KEY_BUG_OPT_REVOLUTION__MILITARYWINDOW_HOVER_TEXT	宣战回合窗口
TXT_KEY_BUG_OPT_REVOLUTION__MILITARYWINDOW_HOVER_HOVER	由小国升级为完整文明后，军事型蛮族文明将在此回合窗口内向遇到的第一个文明宣战
TXT_KEY_BUG_OPT_REVOLUTION__WARCLOSEDIST_TEXT	最大宣战距离
TXT_KEY_BUG_OPT_REVOLUTION__WARCLOSEDIST_HOVER	蛮族文明考虑立即宣战时，双方首都之间的最大距离（且须位于同一大陆）
TXT_KEY_BUG_OPT_REVOLUTION__MILITARYSTRENGTH_TEXT	奖励单位倍率
TXT_KEY_BUG_OPT_REVOLUTION__MILITARYSTRENGTH_HOVER	影响给予蛮族的（非防御性）军事单位数量
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDBONUSES_TEXT	新大陆奖励
TXT_KEY_BUG_OPT_REVOLUTION__NEWWORLDBONUSES_HOVER	给予在新大陆生成的蛮族文明的奖励。[NEWLINE]0：无——新大陆蛮族文明在生成或定居时不获得任何奖励科技、单位或建筑[NEWLINE]1：削减——新大陆蛮族文明获得蛮族所掌握的全部科技，并获得一些文化与免费单位[NEWLINE]2：新大陆的蛮族文明与在旧大陆生成的蛮族文明同等对待
TXT_KEY_BUG_OPT_REVOLUTION__MILITARYWINDOW_TEXT	军事窗口
TXT_KEY_BUG_OPT_REVOLUTION__MILITARYWINDOW_HOVER	新生蛮族文明在定居并参与外交之前，必须保持小国状态的最少回合数。
TXT_KEY_BUG_OPT_REVOLUTION__REVDEBUGMODE_TEXT	革命调试
TXT_KEY_BUG_OPT_REVOLUTION__REVDEBUGMODE_HOVER	显示革命调试信息并记录调试信息日志。
TXT_KEY_BUG_OPT_REVOLUTION__SHOWDEBUGMESSAGES_TEXT	革命调试消息
TXT_KEY_BUG_OPT_REVOLUTION__SHOWDEBUGMESSAGES_HOVER	显示革命调试消息
TXT_KEY_BUG_OPT_REVOLUTION__CENTERPOPUPS_TEXT	弹窗居中
TXT_KEY_BUG_OPT_REVOLUTION__CENTERPOPUPS_HOVER	革命消息弹窗居中显示。
TXT_KEY_BUG_OPT_REVOLUTION__SHOWREVINDEXINPOPUP_TEXT	革命指数弹窗
TXT_KEY_BUG_OPT_REVOLUTION__SHOWREVINDEXINPOPUP_HOVER	启用专门的革命指数弹窗（调试信息）
TXT_KEY_BUG_OPT_REVOLUTION__MAXSCORELINES_TEXT	最大计分行数
TXT_KEY_BUG_OPT_REVOLUTION__MAXSCORELINES_HOVER	计分板上显示的最大行数（-1 表示最大值）
TXT_KEY_BUG_OPT_REVOLUTION__ARTSTYLETYPES_TEXT	美术风格类型
TXT_KEY_BUG_OPT_REVOLUTION__ARTSTYLETYPES_HOVER	生成的叛军偏向采用母国的美术风格类型
