BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__ASKDECLAREWARUNITS_TEXT	Offer to Declare War	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__ASKDECLAREWARUNITS_HOVER	When checked, gives you the option to declare war when moving into a tile containing a rival unit. Always gives the option when moving into rival territory without open borders.	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__SENTRYHEALING_TEXT	Sentry While Healing	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__SENTRYHEALING_HOVER	When checked, units ordered to heal will awaken when they spot danger, acting like sentries.	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__SENTRYHEALINGONLYNEUTRAL_TEXT	Only Neutral Territory	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__SENTRYHEALINGONLYNEUTRAL_HOVER	When checked, if Sentry While Healing is enabled, units will awaken to danger only when in neutral territory. This stops your attacking force from waking up each turn outside an enemy city or your defenders inside friendly territory.	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__IGNOREHARMLESSBARBARIANS_TEXT	Ignore Harmless Barbarians	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__IGNOREHARMLESSBARBARIANS_HOVER	When checked, barbarian units adjacent to your borders will not trigger a warning if they cannot enter.	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__PRECHOPFORESTS_TEXT	PreChop Forests	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__PRECHOPFORESTS_HOVER	When checked, Workers ordered to chop a forest will stop with 1 turn remaining. Issue the order again to finish the chop.	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__PRECHOPIMPROVEMENTS_TEXT	PreChop Improvements	
BULL Actions Options.xml	TXT_KEY_BUG_OPT_ACTIONS__PRECHOPIMPROVEMENTS_HOVER	When checked, Workers ordered to build an improvement that will remove a forest will stop with 1 turn remaining. Issue the order again to finish the improvement.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__AIRPORTICONS_TEXT	Airport Icons	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__AIRPORTICONS_HOVER	When checked, places an airport icon above the city bars of cities that have an airport.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__STARVATIONTURNS_TEXT	Turns to Starvation	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__STARVATIONTURNS_HOVER	When checked, shows how many turns until a city will lose population if it is shrinking.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HEALTH_TEXT	Health	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HEALTH_HOVER	When checked, shows the net health ([ICON_HEALTHY] or [ICON_UNHEALTHY]) for the city.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HAPPINESS_TEXT	Happiness	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HAPPINESS_HOVER	When checked, shows the net happiness ([ICON_HAPPY] or [ICON_UNHAPPY]) for the city.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HURRYANGER_TEXT	Hurry Anger	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HURRYANGER_HOVER	When checked, shows the number of angry population ([ICON_ANGRYPOP]) due to whipping and the number of turns left on the timer.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__DRAFTANGER_TEXT	Draft Anger	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__DRAFTANGER_HOVER	When checked, shows the number of angry population ([ICON_ANGRYPOP]) due to drafting and the number of turns left on the timer.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__FOODASSIST_TEXT	Growth Detail	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__FOODASSIST_HOVER	When checked, shows more detailed information about growth (growing, shrinking, starvation, stagnation).	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BASEVALUES_TEXT	Base Values	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BASEVALUES_HOVER	When checked, holding CTRL while hovering shows the base (without modifiers) values for most items: production, trade, commerce, maintenance, great people.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BASEPRODUCTION_TEXT	Base Production	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BASEPRODUCTION_HOVER	When checked, shows base production (excludes overflow, whipping, and chopping) in addition to the current turn's production.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BUILDINGACTUALEFFECTS_TEXT	Building Actual Effects	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BUILDINGACTUALEFFECTS_HOVER	When checked and a city is constructing a building, the actual yield of [ICON_COMMERCE], [ICON_HAPPY], [ICON_HEALTHY], and [ICON_GREATPEOPLE] it will produce are displayed.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HURRYASSIST_TEXT	City Bar	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HURRYASSIST_HOVER	When checked, shows the cost ([ICON_CITIZEN] or [ICON_GOLD]) and overflow ([ICON_PRODUCTION] and [ICON_GOLD]) for hurrying (whip and/or buy) the item being produced.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HURRYASSISTINCLUDECURRENT_TEXT	Include Current	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HURRYASSISTINCLUDECURRENT_HOVER	When checked, includes the current turn's production when calculating overflow ([ICON_PRODUCTION] and/or [ICON_GOLD]) from hurrying with the whip.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__TRADEDETAIL_TEXT	Trade	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__TRADEDETAIL_HOVER	When checked, shows breakdowns for trade: total, foreign, and foreign overseas. Each includes those after it: foreign includes foreign overseas, and total includes both foreign and foreign overseas.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__COMMERCE_TEXT	Commerce	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__COMMERCE_HOVER	When checked, the total commerce ([ICON_COMMERCE]) is shown before the individual commerce types ([ICON_GOLD], [ICON_RESEARCH], [ICON_CULTURE], and [ICON_ESPIONAGE]).	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BUILDINGICONS_TEXT	Building Icons	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__BUILDINGICONS_HOVER	When checked, the list of buildings is shown using icons instead of their names.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__CULTURETURNS_TEXT	Culture Turns	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__CULTURETURNS_HOVER	When checked, shows the number of turns until the city's borders expand due to culture ([ICON_CULTURE]).	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__GREATPERSONTURNS_TEXT	Great Person Turns	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__GREATPERSONTURNS_HOVER	When checked, shows the number of turns until the city will create the next great person ([ICON_GREATPEOPLE]).	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__SPECIALISTS_TEXT	Specialists	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__SPECIALISTS_HOVER	When checked, shows icons for the city's specialists (both citizens and settled great people).	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__REVOLTCHANCE_TEXT	Revolt Chance	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__REVOLTCHANCE_HOVER	When checked, shows the probability that the city will revolt due to cultural pressure.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HIDEINSTRUCTIONS_TEXT	Hide Instructions	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__HIDEINSTRUCTIONS_HOVER	When checked, hides the instructions for selecting cities and showing base values to make room for the new information.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__CITYCONTROLLEDPLOTS_TEXT	Highlight Workable Area	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__CITYCONTROLLEDPLOTS_HOVER	When checked, highlights the area of tiles controlled by the selected city, similar to when you select a Settler.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__CITYPLOTSTATUS_TEXT	Highlight Tile Improvability	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__CITYPLOTSTATUS_HOVER	When checked, highlights each tile controlled by the selected city using a color based on whether it's being worked and your ability to improve it.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGIMPROVEDPLOT_TEXT	Improved	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGIMPROVEDPLOT_HOVER	When checked, highlights tiles being worked that have already been improved.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGIMPROVABLEPLOT_TEXT	Improvable	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGIMPROVABLEPLOT_HOVER	When checked, highlights tiles being worked that can be improved.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGIMPROVABLEBONUSPLOT_TEXT	Improvable w. Bonus	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGIMPROVABLEBONUSPLOT_HOVER	When checked, highlights tiles being worked that can be improved to provide a bonus.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGUNIMPROVABLEPLOT_TEXT	Unimprovable	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__WORKINGUNIMPROVABLEPLOT_HOVER	When checked, highlights tiles being worked that cannot be improved.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGIMPROVEDPLOT_TEXT	Improved	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGIMPROVEDPLOT_HOVER	When checked, highlights tiles not being worked that have already been improved.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGIMPROVABLEPLOT_TEXT	Improvable	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGIMPROVABLEPLOT_HOVER	When checked, highlights tiles not being worked that can be improved.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGIMPROVABLEBONUSPLOT_TEXT	Improvable w. Bonus	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGIMPROVABLEBONUSPLOT_HOVER	When checked, highlights tiles not being worked that can be improved to provide a bonus.	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGUNIMPROVABLEPLOT_TEXT	Unimprovable	
BULL City Bar Options.xml	TXT_KEY_BUG_OPT_CITYBAR__NOTWORKINGUNIMPROVABLEPLOT_HOVER	When checked, highlights tiles not being worked that cannot be improved.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LEADERHEADHIDDENATTITUDE_TEXT	Hidden Attitude	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LEADERHEADHIDDENATTITUDE_HOVER	When checked, displays the hidden attitude modifiers (possibly spoiler).	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LEADERHEADWORSTENEMY_TEXT	Worst Enemy	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LEADERHEADWORSTENEMY_HOVER	When checked, the worst enemy of each AI rival is shown in the hover text for their icon.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LEADERHEADDEFENSIVEPACTS_TEXT	Defensive Pacts	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LEADERHEADDEFENSIVEPACTS_HOVER	When checked, the defensive pacts of each rival are shown in the hover text for their icon.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LATLONGCOORDS_TEXT	Longitude / Latitude	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__LATLONGCOORDS_HOVER	When checked, the longitude and latitude are shown when hovering over a plot once you have centered the map.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__PLOTWORKINGCITY_TEXT	Working City	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__PLOTWORKINGCITY_HOVER	When checked, hovering over a tile your team owns shows which city controls it, in cyan if it is being worked.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__PLOTRECOMMENDEDBUILD_TEXT	Recommended Build	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__PLOTRECOMMENDEDBUILD_HOVER	When checked, hovering over a tile you own shows the improvement or route an automated worker would build.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__PARTIALBUILDS_TEXT	Partial Builds	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__PARTIALBUILDS_HOVER	When checked, hovering over a tile that has partially-completed builds (improvements, routes, and chops) will show how many worker turns are required to complete them as long as your workers can actually do so.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__UPDATEUNITNAMEONUPGRADE_TEXT	Upgrade Name	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__UPDATEUNITNAMEONUPGRADE_HOVER	When checked, if a unit's name contains its type (e.g. "Swordsman 5 of London"), it is replaced by the new type when upgrading (e.g. "Maceman 5 of London").	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__UNITEXPERIENCE_TEXT	Starting Experience	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__UNITEXPERIENCE_HOVER	When checked, displays the experience points and number of available promotions a new unit will receive in the Train Unit button hover.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__UNITEXPERIENCEMODIFIERS_TEXT	Starting Experience Modifiers	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__UNITEXPERIENCEMODIFIERS_HOVER	When checked, displays the experience point modifiers (buildings, military instructors, civics, and wonders) in the Train Unit button hover.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGACTUALEFFECTS_TEXT	Building	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGACTUALEFFECTS_HOVER	When checked, the actual yield of [ICON_COMMERCE], [ICON_HAPPY], [ICON_HEALTHY], [ICON_GREATPEOPLE], and [ICON_DEFENSE] the building will produce for the city are displayed in the building hover text.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__SPEDUPTECHS_TEXT	Speeds Up ...	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__SPEDUPTECHS_HOVER	When checked, displays the technologies that will be sped up by acquiring the technology you are hovering over (e.g. Animal Husbandry would be shown for Agriculture once you have acquired Hunting).	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__TECHTRADEDENIAL_TEXT	Technology Trade Denial	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__TECHTRADEDENIAL_HOVER	When checked, hovering over a technology in the "Won't Trade" column of the Foreign Advisor's TECHS page will show you the AI's reason for denying the trade.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BONUSTRADEDENIAL_TEXT	Resource Trade Denial	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BONUSTRADEDENIAL_HOVER	When checked, hovering over a resource in the "Won't Trade" column of the Foreign Advisor's RESOURCES page will show you the AI's reason for denying the trade.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BASECOMMERCE_TEXT	Commerce Subtotals	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BASECOMMERCE_HOVER	When checked, the subtotal (total before modifiers) is shown when necessary for each commerce type in its hover.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__GREATPEOPLERATEBREAKDOWN_TEXT	Rate Breakdown	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__GREATPEOPLERATEBREAKDOWN_HOVER	When checked, displays the individual [ICON_GREATPEOPLE] rate per turn for each type in the hover.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGSAVEDMAINTENANCE_TEXT	Maintenance	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGSAVEDMAINTENANCE_HOVER	When checked, displays the buildings that will affect maintenance costs ([ICON_GOLD]) and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALFOOD_TEXT	Food	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALFOOD_HOVER	When checked, displays the buildings that will affect the [ICON_FOOD] rate and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALPRODUCTION_TEXT	Production	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALPRODUCTION_HOVER	When checked, displays the buildings that will affect the [ICON_PRODUCTION] rate and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALCOMMERCE_TEXT	Commerce	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALCOMMERCE_HOVER	When checked, displays the buildings that will affect the [ICON_COMMERCE], [ICON_GOLD], [ICON_RESEARCH], [ICON_CULTURE], and [ICON_ESPIONAGE] rates and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALHEALTH_TEXT	Health	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALHEALTH_HOVER	When checked, displays the buildings that will affect the [ICON_HEALTHY] and [ICON_UNHEALTHY] rates and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALHAPPINESS_TEXT	Happiness	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALHAPPINESS_HOVER	When checked, displays the buildings that will affect the [ICON_HAPPY] and [ICON_UNHAPPY] rates and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALGREATPEOPLE_TEXT	Great People	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALGREATPEOPLE_HOVER	When checked, displays the buildings that will affect the [ICON_GREATPEOPLE] rate and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALDEFENSE_TEXT	City Defense	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__BUILDINGADDITIONALDEFENSE_HOVER	When checked, displays the buildings that will affect the [ICON_DEFENSE] of the city and from bombardment and by how much.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__CONSCRIPTUNIT_TEXT	Draft Unit Details	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__CONSCRIPTUNIT_HOVER	When checked, displays the full details of the unit that will be drafted in the Draft button hover.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__CONSCRIPTLIMIT_TEXT	Draft Limit	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__CONSCRIPTLIMIT_HOVER	When checked, displays the number of units you can draft this turn and whether the city has already drafted in the Draft button hover.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__HURRYOVERFLOW_TEXT	Whip Button	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__HURRYOVERFLOW_HOVER	When checked, the Whip Button hover includes the overflow ([ICON_PRODUCTION] and [ICON_GOLD]) created by applying the whip.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__HURRYOVERFLOWINCLUDECURRENT_TEXT	Include Current	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__HURRYOVERFLOWINCLUDECURRENT_HOVER	When checked, the whip overflow calculation includes the current [ICON_PRODUCTION] rate. Since applying the whip usually affects the rate, the actual overflow may be different.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__REMOVESPECIALIST_TEXT	Remove Specialist Button	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__REMOVESPECIALIST_HOVER	When checked, the hover text for the Remove Specialist button includes the same specialist information shown on the Add Specialist button.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__CDAZOOMCITYDETAILS_TEXT	Zoom to City Details	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__CDAZOOMCITYDETAILS_HOVER	When checked, the Zoom to City button includes detailed information about the city as when hovering over a city bar on the map.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__REMOVEFEATUREHEALTHEFFECTS_TEXT	Health Effects from Features	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__REMOVEFEATUREHEALTHEFFECTS_HOVER	When checked, the hover text for any Worker action that will remove a feature with health effects (e.g. Forest or Jungle) will list the effect on each nearby city.	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__REMOVEFEATUREHEALTHEFFECTSCOUNTOTHERTILES_TEXT	Consider Other Workers	
BULL Misc Hovers Options.xml	TXT_KEY_BUG_OPT_MISCHOVER__REMOVEFEATUREHEALTHEFFECTSCOUNTOTHERTILES_HOVER	When checked, the effect of removing a feature on each nearby city will take into account Workers performing actions that will remove a feature from other tiles.	
