Buildings.xml	TXT_KEY_BUILDING_ASYLUM_HELP	[ICON_BULLET] Has a chance to bestow the [LINK=PROMOTION_CRAZED]Crazed[\\LINK] promotion on units built in the city.	
Buildings.xml	TXT_KEY_BUILDING_CATACOMB_LIBRALUS_PEDIA	Sebill arrived at a door marked "Acquisitions." The coachman escorted her to the door and gave it two hard knocks. It opened to reveal a miniscule butcher. The dwarf looked up at the coachman and noted Sebill. "Good! Good!" he said and ushered them into what looked like a carpenter's workshop-only one in which the wood bled when cut. "I commend you on your haste; we here are great appreciators of body magic, you know. You ought to be well paid for your effort. Do you need new horses?"[NEWLINE][NEWLINE]"They are well," answered the coachman, "they're of strong breed and can withstand the spells. With enough food and rest tonight they'll have their stamina back."[NEWLINE][NEWLINE]"They're fine animals, aren't they?" the dwarf said affably, clearing tools off a table. He was joined by a graying female dwarf wearing an equally dirty apron. "Splendid!" she said. "Let's get started. I'm Odea, he's Hahm, in case he didn't introduce himself."[NEWLINE][NEWLINE]"Anton," said the coachman.[NEWLINE][NEWLINE]Odea turned to examine Sebill. "Let's get a look at you... Even better than I expected! Let's get you on the table." Anton stepped forward to help lift Sebill, but saw it was unnecessary as Odea, despite her size, moved Sebill to the dwarf-sized table without effort. Odea smiled, "She's empty. No organs. I asked our clients in Nubia to clean her to prevent spoiling. Kept out of the sun the bodies can make the trip in adequate shape." Anton nodded. Odea thought he seemed uneasy. "I'm sorry, did you know her?"[NEWLINE][NEWLINE]"No, no... I have no idea who she is, or why she's important to the nobles. She doesn't look like an aristocrat." He paused, then motioned toward the door, "I have the rest of the delivery in my carriage."[NEWLINE][NEWLINE]"Her blood I'm sure. Would you fetch that? Hahm needs to check it and make sure the preservers held up. There are a number of naturally occurring blood thinners in just about every land, but ours are better. I have some theories about speeding the reactions to make the ink less corrosive, but that would require entropy mana which can be hard to come by..."[NEWLINE][NEWLINE]Outside, Anton gave the blood to Hahm and moved his horses into the shade. This was his first visit to the Luchuirp lands. He admitted to himself that he'd always been a little racist toward dwarves, but couldn't think of any reason why. He looked at and admired the structure of the Catacomb Libralus; from what he'd heard he assumed it was nothing more than a one-trick curiosity shop. It was originally built as a catacomb open to all, until necromancers developed a habit of exploiting it, leading to the pejoration of the name "Free-Use Catacombs." Later it was acquired by a wealthy polymath, who turned it into the institution that is now commonly nicknamed the "Catacomb Librarius." Above ground it was a simple structure with short walls and an entrance adorned with arches and pillars.[NEWLINE][NEWLINE]Anton returned to the workshop to see Odea in the process of skinning Sebill. Incisions ran up the middle of her chest, along her collarbone, and above her hips. Odea was paring the fatty membrane holding skin to muscle as she pulled the skin upward. Anton groaned at the sight, which alerted Odea that he'd returned. She explained, her enthusiasm outweighing her sympathy for Anton's uneasiness, "The skin's in good shape. We use it all. Her back-because its smoother and thicker-will be tanned and used to make the cover. The rest we stretch into vellum for the pages." Odea paused, Anton was staring at Sebill's body. "It's not pretty, I know. This is an honorable afterlife though. I used to do golemcraft, but animating a golem is like rolling a stone down a hill-it's predictable, it's all it does. Books are the perfect synthesis of form and function, body and spirit, mythos and logos. They are us in every way." She put down her knife, and Anton sat on short ladder. Odea continued, "We can put any talent to use here. Do you practice magic?"[NEWLINE][NEWLINE]"I do some, just tricks to help my deliveries-speed the horses, hide my wares. Just dabblings."[NEWLINE][NEWLINE]"Ice! Imagine what you could do with ice mana! We could add people from any corner of Erebus to our collection. You could make your fortune just transporting food to soldiers. Ah, if only we could get some..." Anton laughed. He'd thought of this before. Odea continued, "We use a range of magic here: body helps us transform the person, but that's mostly handiwork; our diviners use spirit magic to contact the dead; and enchanters can infuse the books with special properties. Luckily we're in a land where necromancy is outlawed, or we'd have a lot to worry about. Should I take you to see some of our collection?"[NEWLINE][NEWLINE]"Thank you," he replied, "but I have to stable my horses first. I should find an inn."[NEWLINE][NEWLINE]"Fine by me. I need to work and I can't have distractions. Come back later for a tour." Odea smiled, "Now get out of here."[NEWLINE][NEWLINE][NEWLINE]A week had passed since Anton delivered Sebill. He'd gone north to meet a Calabim rendezvous who took the carriage, leaving Anton with a horse. Now returning to the fortified city, he spent the evening at a public house, waiting for nightfall. He made his way back to the Catacomb Libralus and to the door marked "Acquisitions." He knocked. If Odea answered he'd have an excuse for being there. If she didn't, then things would be according to plan. He picked the lock and slipped inside. There was barely any light and he waited for his eyes to adjust. The tables were clean and the tools put away. A door in back opened to a lantern-lit corridor.[NEWLINE][NEWLINE]When he entered the main hall he realized he'd underestimated the age and grandeur of this place. He thought the library at his former mages' guild was large, but he'd never seen this many books. The hall was lined with shelves of books in every skin color, all facing out. Numerous corridors descended into the catacombs, all filled with books. Anton despaired when he wondered how he would find a single book in all this, until he saw the years inscribed above the corridors' arches.[NEWLINE][NEWLINE]He entered the most recent corridor, which had just started to be used in the last five years. He walked straight to the end of the row. A small engraving was underneath the last book. Some Malakim name; the book was too dark anyway and had a tattoo of a lion on the cover. The second-to-last book was a pale tan, like a dry meadow. The engraving underneath read "unknown" and named the year of death. The book before that was grayish green and had a single horn jutting out from the spine. He picked up the tan one. It was about two hands tall and a little less wide. The cover was soft-it was leather after all. The spine was sturdy. Bone? He imagined it was her sternum, and thought of her breasts, one skinless, the other just dead. He opened the cover and ran his finger along the inside spine. The pages were sewn to the cover using string made of brown hair. There was writing on the first page, in ink that was still reddish and had not faded into brown. It said: My dear Ain-You'll never read this, but please know that I love you eternally. A chill shook him. He tucked Sebill's book into his pack and returned to the main hall.[NEWLINE][NEWLINE]He looked at the dates above the arches, and walked down the next corridor. Both sides of the corridor were lined with books facing each other. A jumble of names grew in his head as he scanned the engravings.[NEWLINE][NEWLINE]"Are you looking for something, Anton?" He spun to see Odea in the middle of the corridor. She looked relaxed; he tried his best to appear the same. Her apron was gone and she was dressed comfortably, striking Anton as quite pretty.[NEWLINE][NEWLINE]"Um... yes. A book. A book of... my grandfather."[NEWLINE][NEWLINE]"Anything else?"[NEWLINE][NEWLINE]"...No."[NEWLINE][NEWLINE]"What was his name?"[NEWLINE][NEWLINE]Anton glanced toward the main hall to see if Odea was alone. "Gerard Cormand."[NEWLINE][NEWLINE]"I know of him! Quite the revolutionary in his day. Did you know him?"[NEWLINE][NEWLINE]"I didn't. My father opposed his politics and left the city, taking his family along. I was born on a farm."[NEWLINE][NEWLINE]"Your grandfather was murdered before the revolution ended, wasn't he?"[NEWLINE][NEWLINE]"Yes. I have to know that it wasn't... my father."[NEWLINE][NEWLINE]"Your grandfather is here," she pointed farther down the corridor. Anton cautiously followed her lead. "Our diviners enjoy limited success as a writing tool for the dead, allowing them to make a final statement."[NEWLINE][NEWLINE]"The dead write?" probed Anton.[NEWLINE][NEWLINE]"We ask them if there's anything they'd like to say. They're usually thinking about what they would have done differently in life, so they're full of advice. They might eulogize themselves, or tell their entire life's story-we give the diviners a short vacation to recover after those. These are good souls, mind you; we don't even want to know the dangers of making an unscrupulous book."[NEWLINE][NEWLINE]"That woman," thought Anton, "what had she done to make her so valuable to the Calabim?"[NEWLINE][NEWLINE]"Victims of murder usually have something to say..." Odea stopped walking and motioned toward a book, smaller than Sebill's and paler.[NEWLINE][NEWLINE]Anton said, "Would he have named his killer?" Odea didn't answer, and Anton lifted his grandfather's book. He opened it and read: I liked the fleshy sins best. He turned the pages: blank. He sighed deeply, and put the book down. Odea took a step back. "Are you going to return the other book too?"[NEWLINE][NEWLINE]Anton faced Odea with a widened stance. "No. I'm sorry, but I'm stealing it." He held a knife at her eye level and took a slow step toward her.[NEWLINE][NEWLINE]"I can't stop you," she said calmly. "This is a mistake though. These books are extremely dangerous in the wrong hands. They must never leave."[NEWLINE][NEWLINE]"I know. Your &#145;clients' haven't given me any choice though." They circled each other in a cautious dance. Seeing the main hall clear, Anton left through the front door.[NEWLINE][NEWLINE][NEWLINE]Outside the city walls, Anton snuck to his horse, mounted her, and pointed her back north. He hadn't ridden far when a sudden strong wind, or that's what it felt like, threw him off his horse, spilling his pack. He saw in the dark the looming shape of a gargoyle, its wings blocking the light from the city. He ran, and would have died on the spot if it weren't for his haste spell. Instead, he died at the forest's edge a short length away, while the Book of Sebill remained beside the road.	
Buildings.xml	TXT_KEY_BUILDING_CITADEL_OF_LIGHT_HELP	Causes fire damage to the most powerful enemy stack within 2 tiles of the city at the start of your turn.	
Buildings.xml	TXT_KEY_BUILDING_COURTHOUSE_PEDIA	[TAB]Curse those cards! He'd been so close to winning his passage on the earlier ship, when he was dealt the Curse of Arawn-particularly sickening as it had followed a Seven of Towers which surely would have won him the pot. His luck had been horrendous since then, he'd lost most of his winnings on that game, and then spent a lot more drowning his sorrows. He'd then been woken with a pail of water, finding himself press-ganged into service on a galley heading for the unknown lands. After five torturous days of seasickness, Lanun pirates struck, the galley was sunk and here he was now-after being washed ashore-in a Svartalfar courtroom charged with spying.[PARAGRAPH:1]What did he know about these elves? Civil war was it? Something about Seelie and Unseelie Court. Growing up on a farmstead had left him a little vague on world politics. His eyes looked around this strange court-pretty grandiose d&#233;cor, with a sense of opulence, certainly not the functional style of his Hippus homeland. His eyes fell on a statuette. There was something not quite right about it... ah... yes... the scales, tipped with coins. So... Mammon has a part to play in this courtroom does he? There were still some coins in his hidden pouch. Once he signaled to the bailiff, things began to gather momentum, indeed Mammon had obviously provided a slick fast-tracking system as he found himself ushered away from the courtroom-at the cost of a few coins-to a private room.[PARAGRAPH:1]"It seems you have been a little down on your luck, and would like to... aha... speed the courtroom process up, so to speak?"[PARAGRAPH:1]"Yes, your honor."[PARAGRAPH:1]"...and you can pay the fine of five coins?"[PARAGRAPH:1]"Yes."[PARAGRAPH:1]"Okay... that seems in order. No need for paper work, I think we can come to a satisfactory conclusion here and now: Guilty as charged, you hang tomorrow. In Esus we Trust."[PARAGRAPH:1]"...but ...but the statuette to Mammon?!"[PARAGRAPH:1]"Yes, a pretty little thing isn't it? ...and worth its weight in gold I must say."[PARAGRAPH:2]-When entering a courtroom, effort should be made to check the patron Angel before constructing your defense.	
Buildings.xml	TXT_KEY_BUILDING_DEMONS_ALTAR_HELP	[ICON_BULLET]Allows you to sacrifice your living units for extra research.[NEWLINE][ICON_BULLET]Grants +2 experience to [LINK=PROMOTION_DEMON]Demonic[\\LINK] units built in the city.	
Buildings.xml	TXT_KEY_BUILDING_FORGE_STRATEGY	Boosts production in the city and removes the [LINK=PROMOTION_RUSTED]Rusted[\\LINK] promotion from units in the city.	
Buildings.xml	TXT_KEY_BUILDING_GAMBLING_HOUSE_PEDIA	[TAB]Gambling houses are full of assorted dice, card and board games. Some even host pits for animal fights or darker pleasures. The Khazad are known to host rat races while Sheaim adepts summon minor creatures to battle against each other.[PARAGRAPH:1]But one thing is similar across all of them, their most popular game, Somnium. Played on cards among the Balseraphs, on tiles by the Elohim and on crude patches of dried leather by the Clan of Embers the game has permeated all layers of Erebus. That's not to say that house rules don't exist, Overlord faithful often offer extra points for Cups cards, followers of Kilmorph often make Tower cards immune to stealing. But regardless of the specific rules the game remains a fascination for kings and peasants and nearly every gambling house hosts a few men praying desperately to avoid death and turn over the 7 of the suit they are missing.	
Buildings.xml	TXT_KEY_BUILDING_GAMBLING_HOUSE_HELP	[ICON_BULLET]Costs -75%[ICON_PRODUCTION] with Undercouncil and Gambling Ring resolution	
Buildings.xml	TXT_KEY_BUILDING_GOVERNORS_MANOR_STRATEGY	[TAB]The Governor's Manor is the Calabim version of the Courthouse. It doesn't reduce maintenance as much as a typical courthouse but it reduces war weariness and provides +1 production for every unhappy citizen in the city.	
Buildings.xml	TXT_KEY_BUILDING_GUILD_OF_THE_NINE_HELP	[ICON_BULLET]Allows the player to hire [LINK=literal]Mercenary[\\LINK] units.	
