BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_CTRL_BASE_VALUES	[NEWLINE]Hold &lt;CTRL&gt; to see base values.	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_FOOD_GROW	[NEWLINE]%d1 [ICON_FOOD]/Turn[NEWLINE]Growing: %d2/%d3 [ICON_FOOD] (%d4 [NUM4:Turn:Turns])	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_FOOD_STAGNATE	[NEWLINE]Stagnant: %d1/%d2 [ICON_FOOD]	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_FOOD_SHRINK	[NEWLINE]%d1 [ICON_BAD_FOOD]/Turn[NEWLINE][COLOR_YELLOW]Shrinking: %d2/%d3 [ICON_FOOD] (%d4 [NUM4:Turn:Turns])[COLOR_REVERT]	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_FOOD_STARVE	[NEWLINE]%d1 [ICON_BAD_FOOD]/Turn[NEWLINE][COLOR_WARNING_TEXT]STARVATION: %d2/%d3 [ICON_FOOD][COLOR_REVERT]	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_HAMMER_PRODUCTION_WITH_BASE	[NEWLINE]%d1 [ICON_PRODUCTION]/Turn (%d6 [ICON_PRODUCTION]/Turn)[NEWLINE]%s2: %d3/%d4 [ICON_PRODUCTION] (%d5 [NUM5:Turn:Turns])	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_FOOD_HAMMER_PRODUCTION_WITH_BASE	[NEWLINE]%d1 [ICON_FOOD] + %d2 [ICON_PRODUCTION]/Turn (%d7 [ICON_PRODUCTION]/Turn)[NEWLINE]%s3: %d4/%d5 [ICON_PRODUCTION] (%d6 [NUM6:Turn:Turns])	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_BASE_PRODUCTION	[NEWLINE]%d1 [ICON_PRODUCTION]/Turn	
BULL_CIV4GameText.xml	TXT_KEY_CITY_BAR_BASE_PRODUCTION_WITH_OVERFLOW	[NEWLINE]%d1 [ICON_PRODUCTION] (%d2 [ICON_PRODUCTION]/Turn)	
BULL_CIV4GameText.xml	TXT_KEY_BUG_FINANCIAL_ADVISOR_DOMESTIC_TRADE	The Total Commerce from Domestic Trade Routes	
