21	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUG_OPT_UNITNAMING__COMBAT_BEAST_TEXT	Naming Convention: Combat[BEAST]	
22	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUG_OPT_UNITNAMING__COMBAT_BEAST_HOVER	Enter the user defined naming convention for combat units 'BEAST'.	
23	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUG_OPT_UNITNAMING__COMBAT_CIVILIAN_TEXT	Naming Convention: Combat[CIVILIAN]	
24	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUG_OPT_UNITNAMING__COMBAT_CIVILIAN_HOVER	Enter the user defined naming convention for combat units 'CIVILIAN'.	
25	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_CASTLE_BAK	Upgrade Fort to Castle	
26	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_CITADEL_BAK	Upgrade Castle to Citadel	
27	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_CITADEL_OF_LIGHT	Build Citadel of Light	
28	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_CASTLE	Build Castle	
29	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_CITADEL	Build Citadel	
30	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_GRAVEYARD	Dig Grave	
31	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_HOMESTEAD	Build Homestead	
32	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_MANA_ICE	Build Ice Node	
33	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILD_MANA_FORCE	Build Force Node	
34	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_HOSPITALITY	Hospitality	
35	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_HOSPITALITY_STRATEGY	[ICON_BULLET]Incompatible with Fallow trait or Sacrifice the Weak civic	
36	Magister_CIV4GameText_FFH2.xml	TXT_KEY_BUILDING_HOSPITALITY_PEDIA	Deep with the richest areas of the world (and only those areas) great temples to Amathaon provide rest and an endless bounty to those that would join them. They are less about worship and more about providing hospitality, like the world's best bed and breakfast. Amathaon himself is called the Lord of Plenty. 	
